"Type","Breed1","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds"
"2","266","3","1","6","7","2","1","2","2","2","1",2,0,0,28,"3",0,"3",6
"2","266","2","1","7","0","2","2","2","2","3","1",2,0,0,2,"4",1,"2",7
"2","266","1","3","7","0","2","1","2","2","2","1",1,0,0,5,"3",0,"2",6
"2","266","2","1","2","7","2","1","1","1","1","1",1,0,0,3,"4",1,"3",3
"2","266","3","2","7","0","2","1","2","2","2","1",3,0,0,3,"4",0,"2",6
"2","266","2","1","2","3","1","1","2","2","2","1",1,0,0,3,"4",0,"3",6
"2","266","1","1","6","7","2","1","2","1","2","1",1,0,0,5,"2",0,"3",5
"2","266","2","3","5","7","2","2","1","1","2","1",1,0,0,7,"2",0,"3",4
"2","266","3","1","2","7","2","1","2","2","2","1",2,0,0,3,"3",0,"3",6
"2","266","1","4","7","0","2","1","2","1","2","1",1,0,0,6,"2",0,"2",5
"2","266","1","1","0","0","2","1","1","1","1","1",1,0,0,1,"2",0,"1",3
"2","266","1","1","7","0","1","2","2","2","2","1",1,0,0,4,"2",0,"2",6
"2","266","2","6","7","0","2","1","1","1","1","1",1,0,0,5,"1",0,"2",3
"2","266","2","4","6","0","2","1","1","1","1","1",1,0,0,1,"0",1,"2",3
"2","266","3","4","5","7","1","1","1","1","2","1",4,0,0,1,"4",0,"3",4
"2","266","3","1","2","7","1","1","1","1","3","1",3,0,0,5,"4",0,"3",5
"2","266","1","6","0","0","2","1","1","1","2","1",2,0,0,1,"2",0,"1",4
"2","266","1","1","7","0","1","2","2","2","2","1",1,0,0,5,"2",0,"2",6
"2","266","2","1","2","7","2","1","2","1","2","1",1,0,0,7,"3",0,"3",5
"2","266","2","1","7","0","1","1","1","1","1","1",1,0,0,1,"1",0,"2",3
"2","266","1","1","2","0","1","1","2","2","2","1",1,0,0,5,"1",0,"2",6
"2","266","1","3","0","0","2","1","2","1","2","1",1,0,0,1,"2",0,"1",5
"2","266","3","2","4","6","2","1","1","1","3","1",5,1,0,4,"4",0,"3",5
"2","266","2","5","6","0","2","1","3","3","2","1",1,50,0,1,"4",0,"2",8
"2","266","1","2","3","7","1","1","2","1","2","1",1,0,0,2,"2",0,"3",5
"2","266","2","1","0","0","2","2","1","1","1","1",1,0,0,0,"2",2,"1",3
"2","266","2","1","2","7","1","1","1","1","1","1",1,0,0,1,"4",1,"3",3
"2","266","2","1","6","7","1","1","1","1","2","1",2,0,0,0,"3",0,"3",4
"2","266","1","5","7","0","2","1","1","3","1","1",1,200,0,3,"4",1,"2",5
"2","266","2","1","0","0","2","2","2","2","2","1",1,0,0,3,"4",0,"1",6
"2","266","1","1","4","7","1","1","2","2","2","1",1,0,1,6,"2",0,"3",6
"2","266","1","1","7","0","2","1","2","1","2","1",1,0,1,15,"1",0,"2",5
"2","266","3","1","4","7","2","1","2","2","2","1",2,0,0,5,"2",0,"3",6
"2","266","2","2","4","5","1","1","2","2","2","1",1,0,0,5,"1",0,"3",6
"2","266","2","7","0","0","1","1","2","1","2","1",2,0,0,4,"4",0,"1",5
"2","266","2","2","4","6","2","1","2","1","1","1",1,0,0,5,"4",1,"3",4
"2","266","3","1","2","3","2","1","2","2","2","1",4,0,0,3,"1",0,"3",6
"2","266","2","7","0","0","2","1","2","2","2","1",1,0,0,4,"4",1,"1",6
"2","266","1","3","7","0","2","1","2","1","2","1",1,0,0,2,"3",0,"2",5
"2","266","2","1","7","0","3","1","2","2","2","1",1,0,0,5,"3",1,"2",6
"2","266","2","1","2","7","2","1","2","2","2","1",1,0,0,2,"1",0,"3",6
"2","266","1","5","7","0","2","1","1","1","1","1",1,0,0,1,"3",2,"2",3
"2","266","2","1","6","0","2","1","2","2","2","1",2,0,0,3,"2",0,"2",6
"2","266","1","1","2","6","2","1","1","1","1","1",1,0,0,2,"4",3,"3",3
"2","266","1","1","3","6","3","1","1","3","1","1",1,30,0,5,"2",1,"3",5
"2","266","1","6","7","0","2","1","1","1","1","1",1,0,0,5,"4",1,"2",3
"2","266","2","1","2","7","2","1","1","1","2","1",1,0,0,8,"2",0,"3",4
"2","266","1","3","4","0","2","1","1","1","1","1",1,0,0,3,"4",1,"2",3
"2","266","2","6","0","0","1","2","2","2","2","1",1,0,0,1,"2",0,"1",6
"2","266","3","1","2","7","2","1","2","2","2","1",2,0,0,6,"0",0,"3",6
"2","266","2","4","7","0","2","1","2","2","2","1",1,0,0,2,"0",0,"2",6
"2","266","2","2","7","0","2","1","1","1","2","1",1,0,0,3,"1",1,"2",4
"2","266","2","1","7","0","1","2","1","1","2","1",1,0,0,5,"0",0,"2",4
"2","266","2","5","7","0","2","1","2","1","2","1",1,100,0,5,"2",0,"2",5
"2","266","1","1","7","0","2","2","1","1","3","1",1,0,0,3,"2",0,"2",5
"2","266","1","3","7","0","3","1","1","1","1","1",1,0,0,6,"3",1,"2",3
"2","266","1","2","7","0","2","1","1","1","1","1",1,0,0,2,"1",7,"2",3
"2","266","3","1","5","6","1","1","2","2","2","1",3,0,0,5,"4",0,"3",6
"2","266","1","4","7","0","2","2","2","2","2","1",1,0,0,1,"3",1,"2",6
"2","266","2","1","6","0","1","1","2","2","2","1",1,0,0,5,"2",0,"2",6
"2","266","2","1","7","0","1","1","2","2","2","1",1,0,0,3,"4",0,"2",6
"2","266","2","1","2","3","2","1","2","2","2","1",1,0,0,6,"4",0,"3",6
"2","266","3","4","7","0","1","1","1","1","2","1",2,100,0,4,"2",0,"2",4
"2","266","2","6","0","0","2","1","2","2","2","1",1,0,0,1,"2",0,"1",6
"2","266","2","1","2","4","2","1","2","2","2","1",1,0,0,6,"2",0,"3",6
"2","266","1","1","7","0","2","2","2","1","2","1",2,0,0,19,"3",0,"2",5
"2","266","1","3","4","7","2","1","1","1","2","1",1,0,0,11,"2",0,"3",4
"2","266","1","6","7","0","2","1","2","2","2","1",1,0,0,5,"2",0,"2",6
"2","266","2","1","0","0","1","1","2","1","2","1",1,0,0,2,"1",0,"1",5
"2","266","2","1","2","3","2","1","1","1","1","1",1,300,0,3,"3",2,"3",3
"2","266","1","1","0","0","2","1","1","1","2","1",1,0,1,1,"3",1,"1",4
"2","266","1","5","6","0","2","1","2","1","2","1",1,0,0,1,"3",1,"2",5
"2","266","1","1","7","0","2","2","2","1","2","1",1,0,0,1,"0",0,"2",5
"2","266","2","6","7","0","1","1","2","1","2","1",1,0,0,4,"4",1,"2",5
"2","266","2","1","4","7","2","1","2","2","2","1",1,0,0,1,"0",0,"3",6
"2","266","1","1","0","0","2","1","2","2","2","1",1,0,0,1,"4",1,"1",6
"2","266","1","4","7","0","2","1","2","2","2","1",1,0,0,2,"2",0,"2",6
"2","266","1","3","4","0","1","1","3","3","3","1",1,0,0,4,"2",0,"2",9
"2","266","2","3","4","5","2","2","2","1","2","1",1,0,0,0,"4",0,"3",5
"2","266","2","1","7","0","2","2","2","2","2","1",1,0,0,3,"4",1,"2",6
"2","266","1","3","7","0","1","1","2","2","2","1",1,0,0,4,"4",0,"2",6
"2","266","2","1","3","0","1","1","1","1","2","1",3,0,0,10,"3",0,"2",4
"2","266","2","1","6","7","2","1","1","1","1","1",1,0,0,2,"4",2,"3",3
"2","266","1","1","7","0","2","1","1","1","1","1",1,0,0,2,"2",1,"2",3
"2","266","2","2","0","0","2","1","2","2","2","1",1,0,0,1,"4",0,"1",6
"2","266","2","5","7","0","1","1","1","1","1","1",1,50,0,5,"1",0,"2",3
"2","266","3","4","7","0","1","1","2","2","2","1",6,0,0,9,"1",0,"2",6
"2","266","2","1","6","7","1","1","1","1","2","1",1,50,0,1,"4",1,"3",4
"2","266","1","1","2","7","3","1","1","1","1","1",2,0,0,1,"4",4,"3",3
"2","266","2","3","0","0","1","1","1","1","2","1",1,0,0,2,"1",0,"1",4
"2","266","1","2","4","7","2","1","1","1","2","1",1,0,0,7,"2",0,"3",4
"2","266","3","1","6","0","2","1","2","2","2","1",3,0,0,3,"1",0,"2",6
"2","266","1","1","2","0","2","2","2","2","2","1",1,0,0,1,"4",0,"2",6
"2","266","2","1","0","0","1","1","2","2","2","1",1,0,0,1,"4",0,"1",6
"2","266","2","6","7","0","2","1","2","1","2","1",1,50,0,7,"1",0,"2",5
"2","266","2","1","7","0","2","1","2","2","2","1",1,0,0,1,"2",0,"2",6
"2","266","2","3","7","0","2","1","1","1","2","1",1,0,1,1,"2",0,"2",4
"2","266","3","1","3","6","1","1","2","2","2","1",3,0,0,8,"4",0,"3",6
"2","266","1","2","4","0","2","2","2","2","2","1",1,0,0,2,"1",0,"2",6
"2","266","2","1","4","7","1","1","2","2","2","1",1,20,1,4,"4",0,"3",6
"2","266","2","2","3","0","1","1","2","1","2","1",1,0,0,12,"3",0,"2",5
"2","266","2","7","0","0","2","1","1","1","1","1",1,50,0,3,"1",3,"1",3
"2","266","2","1","7","0","2","2","3","1","2","1",1,0,0,11,"2",0,"2",6
"2","266","1","3","7","0","2","1","1","1","1","1",1,50,0,2,"3",0,"2",3
"2","266","2","5","6","7","2","1","1","1","2","1",1,120,0,7,"2",0,"3",4
"2","266","2","2","4","7","2","2","1","1","1","1",1,120,0,3,"3",3,"3",3
"2","266","3","1","7","0","2","1","2","2","2","1",5,0,0,4,"2",0,"2",6
"2","266","2","2","4","0","2","2","1","1","1","1",1,0,0,2,"4",2,"2",3
"2","266","1","3","5","0","2","1","1","1","2","1",1,0,0,5,"1",0,"2",4
"2","266","2","1","0","0","2","1","2","2","2","1",1,0,1,4,"1",0,"1",6
"2","266","2","1","4","7","2","1","2","1","2","1",1,0,0,1,"2",0,"3",5
"2","266","1","1","0","0","1","1","2","2","2","1",1,0,0,6,"2",0,"1",6
"2","266","3","2","6","0","2","1","2","2","2","1",2,0,0,3,"2",0,"2",6
"2","266","3","1","4","0","1","1","2","2","2","1",3,0,0,5,"1",0,"2",6
"2","266","1","2","0","0","2","1","2","1","1","1",1,0,0,2,"3",0,"1",4
"2","266","1","2","3","0","2","1","1","1","2","1",1,10,0,8,"3",0,"2",4
"2","266","1","1","2","0","1","1","2","2","1","1",1,0,0,3,"1",0,"2",5
"2","266","1","2","5","7","1","1","1","1","1","1",1,0,0,3,"2",5,"3",3
"2","266","2","6","7","0","1","1","2","2","1","1",1,0,0,1,"0",0,"2",5
"2","266","1","1","6","0","2","1","1","1","2","1",1,50,0,1,"4",0,"2",4
"2","266","2","6","0","0","1","1","2","1","2","1",1,0,0,0,"4",0,"1",5
"2","266","2","1","7","0","1","1","1","1","3","1",1,0,0,2,"3",0,"2",5
"2","266","1","3","0","0","2","1","2","2","2","1",1,50,0,4,"1",0,"1",6
"2","266","3","1","6","7","1","1","2","2","2","1",5,0,0,0,"3",0,"3",6
"2","266","1","3","7","0","1","1","2","2","2","1",1,0,0,1,"2",0,"2",6
"2","266","1","3","7","0","2","1","2","1","2","1",1,30,0,1,"1",0,"2",5
"2","266","3","5","6","7","2","1","2","2","2","1",4,0,0,4,"3",0,"3",6
"2","266","2","1","0","0","2","1","2","2","2","1",2,0,0,2,"3",0,"1",6
"2","266","3","1","2","3","2","1","2","2","2","1",5,0,0,5,"3",1,"3",6
"2","266","2","1","7","0","2","1","2","1","1","1",1,0,0,5,"1",0,"2",4
"2","266","1","1","2","0","1","1","3","3","3","2",1,0,0,4,"2",0,"2",9
"2","266","2","6","0","0","2","1","3","3","3","1",1,0,0,3,"4",1,"1",9
"2","266","2","2","5","7","1","1","2","1","1","1",1,30,0,3,"4",2,"3",4
"2","266","1","1","3","7","2","1","1","1","2","1",2,200,0,5,"2",0,"3",4
"2","266","3","3","5","0","1","1","2","2","2","1",2,0,0,6,"1",0,"2",6
"2","266","3","4","7","0","1","2","2","1","2","1",2,0,0,2,"1",0,"2",5
"2","266","2","1","4","6","2","1","2","2","2","1",1,50,0,4,"2",0,"3",6
"2","266","2","4","0","0","1","1","2","2","2","1",1,0,0,7,"0",0,"1",6
"2","266","3","1","7","0","1","1","2","2","2","1",2,0,0,2,"1",0,"2",6
"2","266","1","6","7","0","2","1","2","1","1","1",1,0,0,0,"4",2,"2",4
"2","266","3","1","7","0","2","1","1","1","2","1",2,0,1,2,"3",0,"2",4
"2","266","2","2","7","0","1","1","2","2","2","1",1,50,0,1,"1",0,"2",6
"2","266","2","1","7","0","1","1","2","2","2","1",1,0,0,1,"3",0,"2",6
"2","266","2","6","7","0","1","1","2","1","2","1",1,0,0,3,"3",0,"2",5
"2","266","1","1","6","7","2","1","2","2","2","1",1,0,0,0,"3",0,"3",6
"2","266","2","2","0","0","1","1","2","2","2","1",1,0,0,1,"4",0,"1",6
"2","266","1","3","5","0","2","1","2","1","2","1",1,50,0,5,"1",0,"2",5
"2","266","1","1","2","7","3","1","1","1","1","1",1,100,0,1,"4",3,"3",3
"2","266","3","1","7","0","2","1","2","2","2","1",4,0,0,2,"3",0,"2",6
"2","266","2","1","2","7","2","1","2","2","2","1",2,0,0,3,"0",0,"3",6
"2","266","2","2","5","0","2","1","1","1","1","1",1,100,0,5,"2",1,"2",3
"2","266","1","6","0","0","1","2","2","2","2","1",1,0,0,2,"4",0,"1",6
"2","266","3","1","4","7","2","1","2","2","3","1",3,0,0,2,"3",0,"3",7
"2","266","2","1","6","7","2","3","2","2","2","1",2,0,0,5,"1",0,"3",6
"2","266","2","1","6","0","2","1","1","1","2","1",1,0,0,3,"1",0,"2",4
"2","266","2","1","2","0","2","1","1","1","2","1",1,0,1,6,"3",0,"2",4
"2","266","2","1","2","5","1","1","2","2","2","1",1,0,0,5,"2",0,"3",6
"2","266","2","2","7","0","2","1","2","2","2","1",2,0,0,5,"1",0,"2",6
"2","266","3","3","6","7","2","1","2","1","2","1",3,0,0,2,"3",0,"3",5
"2","266","1","1","7","0","2","1","1","1","1","1",2,0,0,11,"4",0,"2",3
"2","266","1","2","3","4","2","1","2","2","2","1",1,0,0,6,"1",0,"3",6
"2","266","1","1","2","0","2","1","1","1","1","1",1,0,1,17,"3",1,"2",3
"2","266","3","1","6","7","2","2","2","2","2","1",6,0,0,5,"2",0,"3",6
"2","266","1","3","0","0","2","1","1","1","2","1",1,0,0,4,"3",0,"1",4
"2","266","2","7","0","0","1","1","2","2","2","1",1,0,0,2,"3",0,"1",6
"2","266","1","7","0","0","2","1","2","1","2","1",1,0,0,2,"4",1,"1",5
"2","266","1","1","7","0","2","1","3","1","2","1",1,0,0,5,"4",0,"2",6
"2","266","3","1","6","7","2","2","1","1","1","1",2,50,0,4,"3",0,"3",3
"2","266","3","1","2","7","1","1","2","2","2","1",2,0,0,11,"2",0,"3",6
"2","266","1","4","0","0","2","1","2","2","2","1",1,0,0,1,"1",0,"1",6
"2","266","3","1","3","7","1","1","2","1","2","1",2,0,0,1,"3",0,"3",5
"2","266","1","6","7","0","3","1","1","1","1","1",1,20,0,5,"4",1,"2",3
"2","266","1","1","0","0","2","1","1","1","2","1",1,50,0,2,"3",0,"1",4
"2","266","2","2","7","0","1","1","2","2","2","1",1,0,0,1,"2",0,"2",6
"2","266","1","1","7","0","1","1","2","2","2","2",1,0,0,1,"3",0,"2",6
"2","266","2","1","7","0","1","2","2","1","2","1",1,0,0,2,"2",0,"2",5
"2","266","3","2","7","0","2","1","2","1","2","1",3,0,0,7,"1",0,"2",5
"2","266","2","7","0","0","2","1","2","1","2","1",3,0,0,4,"2",0,"1",5
"2","266","1","1","0","0","2","2","1","1","2","1",1,0,0,5,"3",1,"1",4
"2","266","2","6","7","0","2","1","1","1","1","1",1,0,0,5,"2",1,"2",3
"2","266","2","1","5","0","2","1","2","1","2","1",2,0,0,8,"2",0,"2",5
"2","266","2","2","7","0","3","1","2","1","3","1",1,0,0,3,"2",0,"2",6
"2","266","1","1","2","7","3","1","2","2","2","1",1,50,0,1,"1",1,"3",6
"2","266","3","1","6","7","3","1","3","3","3","1",3,0,0,3,"1",0,"3",9
"2","266","2","1","6","7","1","1","2","2","2","1",1,0,0,2,"0",0,"3",6
"2","266","2","2","0","0","2","1","2","1","2","1",1,0,0,3,"2",0,"1",5
"2","266","3","1","2","0","1","1","2","2","2","1",4,0,0,3,"3",0,"2",6
"2","266","2","3","0","0","2","2","2","2","3","1",1,0,0,5,"4",0,"1",7
"2","266","1","5","6","7","2","1","3","3","3","1",1,0,0,1,"2",1,"3",9
"2","266","1","1","0","0","1","1","2","2","2","1",1,0,0,1,"3",1,"1",6
"2","266","1","1","7","0","2","1","2","2","2","1",1,0,0,2,"1",0,"2",6
"2","266","1","1","7","0","2","1","1","1","2","1",2,0,0,2,"2",0,"2",4
"2","266","2","2","5","6","2","1","2","2","2","1",1,0,0,2,"4",0,"3",6
"2","266","3","1","3","7","2","1","1","1","2","1",2,0,0,3,"1",0,"3",4
"2","266","2","6","7","0","2","2","2","2","2","1",1,0,0,5,"3",0,"2",6
"2","266","1","1","6","7","2","1","3","3","3","1",1,0,0,3,"4",0,"3",9
"2","266","2","3","0","0","2","1","1","1","1","1",1,50,0,1,"1",1,"1",3
"2","266","3","1","2","7","1","1","2","2","2","1",13,0,1,13,"4",0,"3",6
"2","266","2","2","3","7","2","1","2","2","2","1",1,0,0,3,"4",0,"3",6
"2","266","1","2","0","0","1","1","1","1","2","1",1,50,0,1,"1",0,"1",4
"2","266","1","3","4","0","2","1","2","2","2","1",3,50,0,4,"4",1,"2",6
"2","266","2","1","6","7","2","1","2","1","2","1",1,0,0,4,"1",0,"3",5
"2","266","2","1","4","7","1","1","1","1","2","1",1,0,0,4,"2",0,"3",4
"2","266","2","1","6","7","2","1","2","1","2","1",1,0,0,5,"2",0,"3",5
"2","266","1","1","7","0","2","1","2","2","2","1",1,0,0,4,"3",0,"2",6
"2","266","1","5","7","0","1","1","3","1","1","1",1,0,0,5,"2",1,"2",5
"2","266","1","3","0","0","1","1","2","1","2","1",1,0,0,3,"1",0,"1",5
"2","266","3","1","2","6","1","1","2","2","2","1",3,0,0,5,"4",0,"3",6
"2","266","2","4","5","7","2","1","2","1","2","1",1,0,0,9,"3",0,"3",5
"2","266","3","1","2","7","2","1","2","2","2","1",2,0,0,3,"1",0,"3",6
"2","266","2","1","2","6","2","1","1","1","1","1",1,0,0,1,"3",0,"3",3
"2","266","3","1","3","6","1","2","2","2","2","1",3,0,0,6,"2",0,"3",6
"2","266","3","1","2","7","2","2","2","1","2","1",3,0,0,11,"1",0,"3",5
"2","266","1","1","7","0","2","1","2","2","2","1",1,0,0,2,"3",1,"2",6
"2","266","1","1","6","0","2","1","1","1","1","1",1,0,0,6,"4",3,"2",3
"2","266","1","5","0","0","2","1","1","1","1","1",1,0,0,2,"2",1,"1",3
"2","266","2","2","0","0","1","1","2","1","2","1",6,0,0,1,"1",0,"1",5
"2","266","3","1","7","0","2","1","2","2","2","1",4,0,0,3,"3",0,"2",6
"2","266","1","4","5","0","1","1","2","2","2","1",1,0,0,4,"1",0,"2",6
"2","266","2","1","3","7","2","1","2","2","2","1",1,0,0,3,"1",0,"3",6
"2","266","3","1","3","7","2","2","1","1","2","1",2,0,0,3,"1",0,"3",4
"2","266","2","1","4","7","2","1","1","1","2","1",1,0,1,3,"3",0,"3",4
"2","266","1","1","6","0","1","1","2","2","2","1",1,0,0,3,"1",0,"2",6
"2","266","1","2","5","7","1","1","2","1","2","1",1,0,0,10,"3",0,"3",5
"2","266","2","1","5","7","1","1","2","2","2","1",1,0,2,5,"2",0,"3",6
"2","266","1","1","2","7","2","1","2","1","1","1",2,0,0,6,"2",4,"3",4
"2","266","1","5","0","0","3","2","1","1","2","1",1,0,0,5,"4",1,"1",4
"2","266","1","1","7","0","2","1","2","1","2","1",1,0,0,16,"2",0,"2",5
"2","266","1","1","0","0","1","1","3","3","3","1",1,0,0,1,"4",0,"1",9
"2","266","2","7","0","0","2","1","2","1","2","1",1,0,0,3,"3",0,"1",5
"2","266","2","5","0","0","2","1","1","1","1","1",1,0,0,3,"4",0,"1",3
"2","266","1","2","7","0","1","1","2","1","2","1",1,0,0,1,"1",0,"2",5
"2","266","3","1","2","7","1","1","2","2","2","1",2,0,0,2,"1",0,"3",6
"2","266","3","1","5","7","2","1","2","2","2","1",2,0,0,2,"3",0,"3",6
"2","266","2","4","0","0","1","1","1","1","1","1",1,0,0,1,"3",0,"1",3
"2","266","1","1","2","0","1","1","2","2","2","1",1,0,0,3,"2",0,"2",6
"2","266","1","3","7","0","2","1","2","1","2","2",2,0,0,6,"3",0,"2",5
"2","266","1","1","4","7","2","1","2","2","2","1",1,0,0,4,"4",0,"3",6
"2","266","2","6","7","0","2","1","2","2","2","1",1,0,0,5,"1",0,"2",6
"2","266","1","1","7","0","1","1","2","2","2","1",1,0,0,4,"1",0,"2",6
"2","266","1","1","6","7","2","1","1","1","1","1",1,0,0,0,"0",1,"3",3
"2","266","2","1","2","5","2","1","1","1","2","1",1,0,0,2,"2",0,"3",4
"2","266","1","5","7","0","1","1","3","1","2","1",1,0,0,2,"2",0,"2",6
"2","266","1","3","0","0","2","1","2","2","2","1",1,0,0,4,"2",0,"1",6
"2","266","2","6","7","0","2","2","2","2","2","1",1,0,0,3,"2",0,"2",6
"2","266","2","6","7","0","1","1","1","1","1","1",1,100,0,2,"2",1,"2",3
"2","266","1","1","7","0","2","1","1","1","1","1",1,100,0,1,"4",0,"2",3
"2","266","2","4","7","0","1","1","2","2","2","1",1,0,0,3,"2",0,"2",6
"2","266","2","6","0","0","1","1","3","1","2","1",1,0,0,5,"4",1,"1",6
"2","266","3","1","7","0","2","1","2","2","2","1",2,0,0,6,"1",0,"2",6
"2","266","2","6","0","0","1","1","3","1","2","1",1,0,0,5,"2",0,"1",6
"2","266","1","1","7","0","1","1","2","2","2","1",1,0,0,5,"0",9,"2",6
"2","266","2","2","3","6","1","1","1","1","1","1",1,0,0,5,"2",1,"3",3
"2","266","1","4","7","0","2","1","1","1","2","1",1,0,0,2,"4",0,"2",4
"2","266","1","1","6","7","2","1","2","1","2","1",1,30,0,6,"2",0,"3",5
"2","266","2","2","5","7","1","1","2","1","3","1",1,100,0,3,"0",0,"3",6
"2","266","2","1","4","7","2","1","2","1","2","1",1,0,0,2,"1",1,"3",5
"2","266","1","3","0","0","2","1","1","1","1","1",1,0,0,8,"3",0,"1",3
"2","266","2","1","7","0","2","1","2","1","2","1",1,30,0,5,"1",0,"2",5
"2","266","1","1","2","6","1","1","2","2","2","1",1,0,0,2,"1",0,"3",6
"2","266","2","4","7","0","2","2","1","1","2","1",1,250,0,7,"4",0,"2",4
"2","266","1","1","2","3","2","1","2","2","2","1",1,0,0,1,"3",0,"3",6
"2","266","1","2","0","0","1","1","2","1","2","2",1,0,0,1,"2",0,"1",5
"2","266","1","2","7","0","2","1","2","2","2","1",2,0,0,4,"4",0,"2",6
"2","266","3","1","2","7","2","1","2","1","2","1",3,0,0,3,"2",0,"3",5
"2","266","1","7","0","0","2","1","1","1","2","1",1,0,0,2,"4",1,"1",4
"2","266","2","1","2","7","1","1","2","2","2","1",1,0,0,11,"2",0,"3",6
"2","266","1","4","0","0","2","1","2","1","2","1",1,0,0,9,"2",0,"1",5
"2","266","3","4","6","7","2","1","2","2","2","1",5,0,0,3,"4",0,"3",6
"2","266","2","1","0","0","2","1","1","1","2","1",1,0,0,2,"2",1,"1",4
"2","266","2","2","3","7","2","2","2","2","2","1",2,0,0,6,"2",0,"3",6
"2","266","2","1","4","7","2","1","1","1","1","1",1,0,0,2,"4",1,"3",3
"2","266","1","1","7","0","2","1","1","1","2","1",1,70,0,1,"1",0,"2",4
"2","266","2","2","5","0","2","1","2","2","2","1",1,0,0,3,"0",1,"2",6
"2","266","3","1","5","7","1","1","2","2","2","1",5,0,0,5,"1",0,"3",6
"2","266","2","1","2","0","1","1","1","1","1","1",1,0,0,5,"2",1,"2",3
"2","266","3","1","2","6","1","2","2","2","2","1",3,0,0,5,"3",0,"3",6
"2","266","2","1","2","7","1","1","1","1","2","1",3,0,0,1,"1",3,"3",4
"2","266","1","3","7","0","2","1","2","2","2","1",1,0,0,3,"4",1,"2",6
"2","266","1","1","6","7","2","1","2","2","2","1",1,0,0,3,"4",0,"3",6
"2","266","2","1","5","7","1","1","1","1","2","1",1,0,0,2,"1",0,"3",4
"2","266","3","1","6","0","2","2","2","2","2","1",5,0,0,12,"3",0,"2",6
"2","266","1","1","0","0","3","2","2","1","3","1",1,0,0,1,"1",0,"1",6
"2","266","2","1","7","0","4","1","1","1","1","1",1,0,0,1,"0",1,"2",3
"2","266","1","3","4","0","2","1","2","3","2","1",3,0,0,2,"2",0,"2",7
"2","266","2","1","6","7","2","1","2","1","2","1",1,0,0,7,"1",0,"3",5
"2","266","2","6","7","0","1","1","1","1","2","1",2,0,0,6,"4",0,"2",4
"2","266","2","1","0","0","2","1","1","1","1","1",1,0,0,2,"3",0,"1",3
"2","266","1","4","0","0","2","1","1","1","2","1",1,0,0,18,"3",0,"1",4
"2","266","1","1","7","0","1","2","3","3","2","1",1,1,0,3,"4",0,"2",8
"2","266","2","1","2","4","2","1","1","1","1","1",1,0,0,5,"2",1,"3",3
"2","266","1","1","3","0","1","1","1","3","1","1",3,0,0,4,"4",3,"2",5
"2","266","3","1","6","0","1","1","2","2","2","1",4,0,0,3,"1",0,"2",6
"2","266","2","1","4","7","2","1","2","1","3","1",1,0,0,5,"1",0,"3",6
"2","266","2","2","4","0","2","1","2","2","2","1",1,0,0,4,"2",0,"2",6
"2","266","2","4","7","0","1","1","2","2","2","1",1,0,0,3,"3",0,"2",6
"2","266","3","4","5","7","1","1","2","2","3","1",3,0,0,22,"3",0,"3",7
"2","266","1","1","7","0","2","1","1","1","2","1",1,0,0,4,"2",0,"2",4
"2","266","2","6","0","0","3","1","1","2","2","1",1,0,0,1,"1",1,"1",5
"2","266","2","1","4","7","1","1","2","2","2","1",1,0,0,3,"3",0,"3",6
"2","266","2","5","7","0","1","1","1","1","2","1",1,0,0,3,"1",0,"2",4
"2","266","3","1","5","7","1","1","3","3","3","1",8,0,0,1,"4",0,"3",9
"2","266","3","2","5","6","1","1","2","1","2","1",2,0,0,1,"1",0,"3",5
"2","266","3","1","2","4","2","2","1","1","2","1",5,0,0,17,"3",0,"3",4
"2","266","2","1","4","7","2","3","2","2","2","1",1,15,0,2,"1",0,"3",6
"2","266","3","1","3","7","1","1","2","2","2","1",4,0,0,3,"3",0,"3",6
"2","266","2","1","0","0","2","1","3","1","3","1",1,0,0,10,"4",1,"1",7
"2","266","1","2","3","7","2","1","2","2","2","1",1,10,0,5,"3",0,"3",6
"2","266","1","1","7","0","1","1","2","2","2","1",2,0,0,23,"2",0,"2",6
"2","266","2","1","6","7","2","1","1","1","2","1",1,0,0,5,"2",0,"3",4
"2","266","1","1","7","0","2","1","2","1","2","1",1,0,0,8,"3",0,"2",5
"2","266","2","7","0","0","1","1","3","1","2","1",1,0,0,2,"1",0,"1",6
"2","266","1","4","7","0","3","1","2","1","3","1",1,0,0,5,"2",0,"2",6
"2","266","2","1","2","7","1","1","1","1","1","1",1,0,0,2,"2",2,"3",3
"2","266","1","1","7","0","2","1","2","1","2","1",2,0,0,5,"1",0,"2",5
"2","266","2","1","0","0","2","1","2","1","2","1",1,0,0,12,"3",0,"1",5
"2","266","3","1","2","6","2","2","2","2","2","1",3,0,0,1,"0",1,"3",6
"2","266","1","3","0","0","1","1","1","1","1","2",1,0,0,2,"2",0,"1",3
"2","266","2","2","7","0","1","1","2","2","2","1",1,100,0,2,"4",0,"2",6
"2","266","2","3","7","0","1","1","2","2","2","1",1,80,0,3,"2",0,"2",6
"2","266","1","1","2","5","1","1","2","2","2","1",1,0,0,12,"2",0,"3",6
"2","266","2","5","7","0","2","1","1","1","1","1",1,0,0,5,"4",4,"2",3
"2","266","2","1","2","7","2","1","2","2","2","1",3,0,0,3,"1",0,"3",6
