"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"1667",7901,NA,18.1,0.4,0.36,1.3,0.034,32,509,0.99058,3.23651810584958,1.75,11.3,0,7,3
"1668",7906,NA,-0.4,0.17,0.72,62.5,0.614,10,-167,1.01376,4.29,0.5,10,-1,6,1
"1669",7908,NA,19.1,-0.4,-1.15,-42.1,0.048,35,-150,0.995,2.59,2.03,17.2,0,9,0
"1670",7917,NA,7.6,-0.53,-0.64,12.7,0.465,-135,354,1.02839,3.16,-1.82,11.4,-2,8,1
"1671",7924,NA,5.6,-0.72,-1.09,1.3,-0.146,199,457,0.9937,5.49,3.03,10,0,7,1
"1672",7948,NA,-2.8,-1.04,1.67,4.2,-0.1,69,39,0.96628,2.75,0.74,12.8,0,6,2
"1673",7950,NA,5.9,0.22,-0.62,32.6,0.362,-18,261,0.9483,2.78,1.82,10.8,1,6,4
"1674",7955,NA,7.6,1.56,0.46,-100.4,0.409,6,-199,0.98039,3.64,-0.65,4.1,0,8,1
"1675",7957,NA,3.9,0.3,1.97,35,0.038,105,200,1.0093,2.9,-1.02,9.5,1,7,0
"1676",7959,NA,7.1,-0.88,1.02,55.2,0.0614253988113857,198,0,1.04307,3.24,-0.41,12.5,-1,8,1
"1677",7967,NA,-2.8,-0.69,0.84,3.9,0.325,45,130,0.96321,3.31,0.85,14.65,0,6,4
"1678",7969,NA,9,0.57,0.02,-58.6,0.077,18,123.410478288232,0.95226,2.75,0.62,7.8,0,8,1
"1679",7971,NA,-2.7,0.21,2,-15.8,0.042,36,167,0.9456,2.1,-0.66,5.2,1,8,2
"1680",7974,NA,15.3,0.2,0.36,2.8,0.41,292,-392,0.94001,3.23651810584958,0.38,12.6,-1,8,2
"1681",7976,NA,-3.1,1.51,-0.35,1.6,0.628,191,131,0.94449,3.93,0.53459173553719,10.5,0,8,1
"1682",7986,NA,-6.5,0.36,1.42,-16.2,-0.159,58,135,1.04687,3.22,-0.82,11.6,1,8,4
"1683",7987,NA,-3.8,1.96,-0.97,1.8,-0.188,12,-29,0.9977,3.5,0.7,9,-1,8,0
"1684",7993,NA,9,0.54,0.5,0.1,0.048,26,-563,0.9918,2.54,0.34,12.4,0,10,3
"1685",7996,NA,-5.2,0.19,0.35,1.5,0.037,-68,107,0.99006,3.18,0.68,12,0,7,2
"1686",7998,NA,6.6,0.36,0.52,-25.9,-0.506,115,140,0.99628,3.07,1.04,3.9,1,7,1
"1687",8018,NA,10.9,0.44,0.76,6.55,0.58,136,76,0.9734,3.73,0.22,12,-1,12,3
"1688",8019,NA,11.6,0.56,0.3,12.8,0.271,34.9470625196356,454,0.9549,1.38,0.52,12.1,-1,7,1
"1689",8027,NA,18.5,-0.83,0.34,-42.3,0.035,34,177,0.99692,4.09,0.53459173553719,2.4,-1,7,0
"1690",8036,NA,11.3,0.22,0.39,5.31913482791285,0.038,21,149,1.01827,3.02,0.54,14.4,0,7,0
"1691",8040,NA,6.2,-1.17,0.36,-32,0.045,249,180,1.00646,3.08,-0.4,4.9,1,7,2
"1692",8044,NA,5.6,0.66,-0.32,3.3,0.087,3,11,0.96174,2.91,1.42,10.5836317460295,2,6,1
"1693",8050,NA,-9.7,-0.33,0.34,-27.6,0.039,99,140,0.9959,3.02,-0.41,7.7,-1,8,2
"1694",8052,NA,9.9,1.56,1.17,2.3,-0.04,16,23,0.9991,3.98,0.62,14.3,0,11,0
"1695",8054,NA,9.9,0.95,-0.41,-16.2,0.087,220,220,1.00741,2.77,0.44,11.9,1,11,0
"1696",8057,NA,6.2,0.78,0.26,-56.5,-0.192,-71,158,0.98828,3.52,-0.33,12.2,0,7,2
"1697",8058,NA,3.9,0.7,-0.6,24.1,-0.067,266,115,0.97332,2.38,-2.82,10.9,0,7,3
"1698",8059,NA,19.5,0.12,-0.68,-52.7,0.184,76,123.410478288232,0.9952,3.97,0.42,13.4,0,8,1
"1699",8066,NA,1.6,0.18,0.6,19.25,-0.213,38,167,1.02615,2.93,0.52,9.1,-2,7,3
"1700",8070,NA,7.5,0.79,0.38,12.7,-0.297,451.5,592,0.99706,3.11,-0.36,10.4,2,8,3
"1701",8072,NA,6.1,0.22,0.66,47.4,0.43,40,129,0.99193,5.98,1.8,10.9,2,7,3
"1702",8078,NA,5.7,0.15,0.28,5.31913482791285,0.045,240,151,1.01173,3.22,-0.07,11.2,-1,6,1
"1703",8079,NA,6,0.24,0.49,5.8,0.053,204,216,0.9942,3.01,0.98,13.5,-1,7,2
"1704",8080,NA,7.1,0.12,0.3,11,0.018,-152,16,1.01129,4.06,0.52,11.9,0,8,3
"1705",8081,NA,4.8,0.33,1.13,-12.7,0.044,205,-173,0.987,2.44,-0.94,13.3,0,8,3
"1706",8088,NA,7.1,0.23,0.24,-1.5,0.039,90,33,0.9948,3.23,0.28,10.5836317460295,0,8,0
"1707",8091,NA,5.2,0.4,-0.4,4.6,0.425,8,-71,0.99567,2.73,2.86,9.1,0,8,1
"1708",8094,NA,18.4,0.25,0.29,7.5,-0.072,-285,-223,0.98746,3.08,0.38,7.4,0,8,1
"1709",8095,NA,-13.1,0.27,0.98,-58.5,0.02,11,123.410478288232,0.9436,3.32,1.34,12.6,-1,6,1
"1710",8099,NA,-0.8,0.2,-1.57,63.8,0.031,127,77,0.9905,2.01,0.36,10.9,0,6,3
"1711",8101,NA,7,0.15,1.68,5.31913482791285,-0.315,35,477,1.00583,3.22,0.42,14.9,1,8,3
"1712",8102,NA,6.2,-0.85,0.43,2.6,0.036,37,92,0.94216,3.27,-0.44,11.5,1,7,3
"1713",8116,NA,-0.1,-2.34,0.28,4.9,0.03,29,98,0.99024,4.22,0.58,12.8,0,7,3
"1714",8125,NA,11.1,0.24,-0.15,-22.6,0.229,298,401,0.99545,3.23,0.52,9.3,0,7,3
"1715",8134,NA,6.7,0.48,0.32,2.5,0.288,22,469,0.9889,4.29,1.1,17,2,8,0
"1716",8139,NA,7.7,1.14,0.26,-44.4,0.089,23,560,1.01791,2.07,-1.01,7.7,1,9,0
"1717",8141,NA,6.8,0.28,-0.51,22,0.048,-74,175,1.0252,2.95,0.68,8.7,1,7,2
"1718",8147,NA,-0.3,-1.25,-0.63,5.6,0.042,2,-43,1.02977,3.15,1.78,9.9,0,7,1
"1719",8158,NA,6.5,0.14,0.31,45.3,0.13,-154,123.410478288232,1.02382,3.34,0.35,14.4,1,7,4
"1720",8160,NA,6.2,0.24,1.48,4.6,-0.255,37,135,0.95625,3.2,-0.55,13.1,-1,7,1
"1721",8165,NA,8.2,1.16,0.47,11.2,0.0614253988113857,61,822,0.99592,3.12,0.77,9.5,-1,7,2
"1722",8187,NA,7.5,1.28,0.34,3.5,0.023,-170,189,0.99489,3.42,0.58,10.1,-1,7,1
"1723",8205,NA,7.6,-0.53,0.26,1.6,0.236,-198,88,0.95684,3.11,0.53459173553719,8,0,8,0
"1724",8209,NA,6.4,1.31,0.98,1.8,0.505,14,-302,1.03839,2.96,0.66,9.9,1,7,1
"1725",8211,NA,1.4,0.42,0.33,8.1,0.048,45,-43,0.95021,4,0.53459173553719,9.3,0,7,2
"1726",8232,NA,-0.9,-0.53,1.04,11.8,0.352,28,-306,0.99606,2.4,0.49,9.7,0,7,2
"1727",8236,NA,7.6,-0.48,-1.74,15.8,-0.636,-132,89,0.96407,3.42,0.41,9.4,1,8,2
"1728",8237,NA,10.9,0.335,-0.88,1.3,-0.352,293,168,0.99212,3.23651810584958,0.46,10.46666667,1,5,3
"1729",8238,NA,11.2,-0.83,0.41,5.31913482791285,0.038,52,-37,0.90939,3.95,0.4,17.4,1,5,4
"1730",8245,NA,15.8,-0.25,0.2,-6.2,0.057,-122,42,0.9949,3.2,-1.21,9.9,0,8,3
"1731",8256,NA,6.7,0.2,0.24,-16.3,0.186,121,100,1.0069,3.12,0.53459173553719,10.4,0,7,1
"1732",8268,NA,8.1,2.44,0.8,53.3,0.0614253988113857,-40,176,0.9954,2.22,0.55,13.4,-1,9,3
"1733",8269,NA,4.4,0.15,-0.28,51.1,0.044,-10.5,493,0.94668,3.24,0.78,10.2,-1,7,1
"1734",8270,NA,6.8,-0.41,0.35,7.8,0.881,34.9470625196356,155,0.99301,4,0.43,9.5,1,7,2
"1735",8286,NA,6.6,3.01,0.3,-3.8,0.052,-232,140,0.9722,3.02,0.5,9.2,0,7,1
"1736",8289,NA,-4.3,0.36,-0.6,13.55,0.0614253988113857,44,-64,1.02043,2.97,0.66,11,0,7,2
"1737",8301,NA,6,-0.49,0.39,55.5,-0.216,17,100,0.9957,4.03,1.03,6.9,-1,10,3
"1738",8305,NA,12.1,1.25,0.42,-47.1,0.044,212,189,1.04311,3.22,0.48,11.3,-1,7,0
"1739",8310,NA,6.1,0.34,0.21,5,-0.359,-53,300,0.99373,2.76,0.53,13.6,0,7,1
"1740",8312,NA,7.2,1.55,0.36,82.2,0.382,68,123.410478288232,0.99922,4.24,0.76,10.5836317460295,-2,8,0
"1741",8318,NA,7.7,-0.43,-0.18,-11.5,-0.107,36,461,0.98952,3.19,-0.26,11.5,1,8,3
"1742",8321,NA,6.9,-0.32,0.91,2.4,0.546,-45,157,0.94244,3.49,1.75,12.3,0,8,3
"1743",8328,NA,1.8,0.36,0.86,15,-0.05,34.9470625196356,256,0.97439,1.54,0.64,8.6,1,9,0
"1744",8331,NA,12.8,1.43,0.07,5.31913482791285,0.0614253988113857,17,565,0.991,2.94,0.34,14.5,1,8,2
"1745",8334,NA,6.3,1.02,0,2,0.083,27,123.410478288232,0.99437,3.59,-0.87,11.4,0,7,1
"1746",8344,NA,6.6,-0.66,1.64,3.9,0.039,210,395,0.9915,2.81,1.76,10.9,0,7,2
"1747",8345,NA,8.1,0.34,0.28,9.1,0.04,91,230,1.00408,3.14,0.63,15.1,-1,9,1
"1748",8352,NA,6.4,-1.29,-0.82,60.5,0.041,18,126,1.03435,3.43,0.42,24.1,0,7,3
"1749",8358,NA,0.5,-0.76,0.29,-24,0.046,-49,107,0.99123,3.15,0.53459173553719,6.3,0,8,2
"1750",8359,NA,3.5,0.655,1.68,6.1,0.0614253988113857,110,175,1.001,2.26,0.97,9.3,-1,10,1
"1751",8360,NA,16,-0.4,1.87,65.7,0.036,38,195,0.9908,3.35,0.57,15.1,-1,7,1
"1752",8365,NA,6,0.34,1.5,5.4,0.06,23,-220,0.96021,3.25,0.44,10.5836317460295,-1,7,2
"1753",8366,NA,5.8,-0.15,0.31,7.5,0.307,-12,-166,0.9949,3.19,3.3,9.8,-1,6,2
"1754",8369,NA,14.5,0.51,0.58,-42.2,0.049,481,135,0.99335,2.8,0.51,10.5836317460295,1,9,3
"1755",8373,NA,5.9,0.89,0.28,3.2,0.035,150,117,1.02838,3.23651810584958,0.42,13.6,1,6,3
"1756",8378,NA,5.6,-0.38,0.26,4.3,0.518,-66,97,1.03534,4.21,0.46,9.2,0,6,2
"1757",8392,NA,7.6,0.74,0.29,19.3,0.169,36,493,1.02968,3.14,0.5,9,-1,7,2
"1758",8397,NA,6.8,0.87,0.71,-103.5,-0.313,187,44,0.99784,3.27,-0.2,9.5,-1,8,2
"1759",8399,NA,7.9,-0.25,0.42,-32.4,0.086,8,358,0.96662,3.78,0.36,11.4,-1,9,1
"1760",8400,NA,13.9,0.67,0.31,5.4,0.052,47,150,0.9953,3.24,1.23,9.8,1,9,1
"1761",8405,NA,6.6,0.5,-0.8,1.8,0.04,-90,-399,0.95463,3.25,1.66,10.7,0,7,1
"1762",8406,NA,17.6,1.61,-2.89,26.7,0.015,-64,215,0.99538,3.23651810584958,2.86,14.1,1,7,2
"1763",8410,NA,8.5,-0.46,0.56,69,0.377,47,169,1.00047,3.07,-0.91,13.1,1,9,0
"1764",8413,NA,6.9,0.22,-0.74,-42.8,-0.348,-142,203,0.98145,3.25,0.77,8.8,0,8,3
"1765",8414,NA,12,1.48,0.44,32.8,0.069,32,73,0.95281,4.19,0.57,5.9,-1,10,0
"1766",8416,NA,12.1,-0.18,1.36,28.2,-0.431,34.9470625196356,123.410478288232,1.03358,3.51,0.52,8.4,1,10,4
"1767",8426,NA,7.3,0.24,-1.12,-57,0.287,487,-323,0.96838,2.24,-0.07,19.3,-1,8,1
"1768",8434,NA,0.4,0.41,1.01,5.4,-0.414,33,115,0.98297,3.12,1.77,12.09333333,1,7,2
"1769",8439,NA,17.1,1.22,0.3,43.4,0.049,38,123.410478288232,0.9963,3.19,0.2,2.7,2,8,0
"1770",8440,NA,6.7,0.64,0.23,2.1,0.08,215,393,0.99538,2.43,0.93,8.1,-2,8,0
"1771",8475,NA,6.1,-0.53,0.34,65.6,-0.594,31,188,0.99365,3.32,2.23,5.05,0,7,3
"1772",8480,NA,6.1,0.17,-1.28,1.5,0.036,38,-31,1.00044,3.29,2.59,14.6,1,7,3
"1773",8497,NA,7.8,1.09,0.26,8.9,0.132,42,-241,0.996,4.01,0.67,6.1,-1,8,1
"1774",8499,NA,30.6,1.6,-0.94,8.1,0.521,-143,536,0.9775,2.19,0.3,10.5836317460295,1,9,0
"1775",8500,NA,16,0.29,0.24,14.3,-0.164,-169,43,0.98942,1.65,-0.16,10.5836317460295,1,7,1
"1776",8501,NA,-2.3,-1.29,0.3,12.8,-0.289,-102.5,137,0.9986,4.09,0.49,9.1,-1,8,2
"1777",8502,NA,31.5,0.74,0.01,1.5,0.481,50,-243,0.9917,3.13,0.53459173553719,5.1,-1,9,2
"1778",8518,NA,3.6,0.31,1.71,2.1,0.176,35,534,0.99642,3.87,0.44,9.1,2,7,2
"1779",8520,NA,6.5,-0.76,-0.08,27.9,0.041,264,-42,1.00837,4.19,-3.07,10.5,0,7,2
"1780",8523,NA,6.1,0.73,0.32,86.7,0.034,24,-188,0.9898,3.36,-1.2,11.8,1,7,2
"1781",8525,NA,6.4,0.72,0.26,3.4,0.639,-363,146,0.9794,3.18,0.7,22.2,-2,7,0
"1782",8532,NA,-1.2,0.5,0.33,68.3,0.037,32,-221,0.9951,3.39,0.53459173553719,10.7,0,8,1
"1783",8535,NA,19.2,0.33,0.56,2.8,0.44,6,17,0.9964,3.35,-0.8,16.9,0,10,1
"1784",8543,NA,4.7,0.7,2.65,-47.9,0.056,56,502,0.98976,3.17,0.44,8.8,0,7,0
"1785",8554,NA,7.9,0.29,-0.41,6.7,0.036,97,117,0.96108,3.12,0.42,16.2,1,9,0
"1786",8560,NA,6,0.2,0.26,6.8,0.626,-133,93,0.94829,2.17,0.42,10.5836317460295,0,6,4
"1787",8561,NA,-3.4,0.32,0.35,31.3,-0.551,-78,421,0.9912,3.36,1.22,6.1,-1,7,4
"1788",8563,NA,5.2,1.51,-0.68,5.8,0.52,9,74,1.01646,3.28,0.53,7.2,-1,7,0
"1789",8566,NA,7.2,0.26,-0.29,5.31913482791285,0.404,-15,114,0.9966,3.23,0.9,10.5,0,8,0
"1790",8570,NA,6.2,-0.41,0.25,44.1,0.301,114,105,0.9912,2.08,-0.11,11.1,0,7,2
"1791",8572,NA,5.5,0.82,0.32,5.8,0.051,20,100,0.9959,3.17,0.49,11.2,-1,7,3
"1792",8582,NA,14.7,1.15,0.63,2.3,-0.329,295,435,1.0004,3.16,2.02,9.5,-1,13,1
"1793",8583,NA,4.4,-0.31,0.21,1,-0.161,67,313,1.02571,3.14,-2.55,11.8,-1,7,0
"1794",8587,NA,5.9,3.15,0.05,-57.1,0.054,36,414,1.02885,3.43,-0.83,9.2,0,6,0
"1795",8592,NA,0.6,1.48,1.69,-2.4,-0.054,90,-287,1.02604,4.2,-1.03,11.9,-1,9,1
"1796",8593,NA,5.9,0.33,0.32,8.1,0.202,9,34,0.95922,4.27,0.36,16.6,1,7,0
"1797",8607,NA,8.9,0.49,0.02,2.7,-0.389,-70,34,0.94611,4.34,1.89,9.2,-1,8,0
"1798",8609,NA,-2.3,0.45,0.32,29.7,0.031,28,185,0.95886,3.31,0.61,9.4,1,7,2
"1799",8610,NA,8,-0.28,1.04,2.3,0.042,34.9470625196356,208,1.0276,3.29,1.23,12,0,9,2
"1800",8614,NA,5.6,1.24,0.5,44.7,0.029,25,93,0.9753,2.57,0.53459173553719,15.6,0,6,2
"1801",8616,NA,7.9,0.16,0.41,66,0.297,119,140,1.03619,4.1,1.64,12.5,0,8,4
"1802",8622,NA,7.1,1.14,-0.5,1.5,-0.323,26,384,1.02196,3.3,-0.85,10.8,-1,8,4
"1803",8623,NA,5.9,0.73,0,7.4,0.077,550,44,0.99385,3.5,0.53,11.2,0,6,2
"1804",8624,NA,0.4,-0.25,0.28,70.1,0.31,86,213,0.9962,3.16,2.22,9.9,-1,7,0
"1805",8633,NA,6.9,0.47,0.3,9.6,0.237,50,185,0.99389,3.39,-0.61,9.6,1,7,4
"1806",8641,NA,-0.6,-2.48,0.33,-68,0.266,-53,54,0.99057,3.56,0.53459173553719,10.9,2,8,3
"1807",8644,NA,7,0.28,-1.24,-49.5,-0.248,-35,179,0.99132,3.23651810584958,0.52,9,1,8,4
"1808",8649,NA,6.5,0.4,0.37,8.9,0.053,36,148,1.03079,3.17,0.64,9.3,1,8,2
"1809",8653,NA,6.9,0.19,0.39,98.5,0.028,144,84,0.994,3.11,0.66,10.8,0,7,1
"1810",8657,NA,5.6,0.26,1.35,1,0.032,27,96,0.94747,3.18,0.44,18.3,2,7,3
"1811",8658,NA,18.3,0.4,0.02,8.9,0.053,-165,148,0.95722,3.16,-0.14,11.5,0,8,1
"1812",8663,NA,-2.4,1.83,1.93,8.9,0.043,31,-57,0.9964,3.22,1.66,9.2,0,8,2
"1813",8672,NA,9.7,-0.79,0.17,-24.2,0.049,-206,-20,1.00588,1.84,2.9,13.6,-1,10,1
"1814",8680,NA,10,-0.53,0.42,30.4,0.056,-203,393,0.9968,3.11,1.21,15.1,-1,11,0
"1815",8684,NA,9.2,0.34,-0.89,25,0.256,147,168,0.99825,3.39,2.03,8.7,0,8,1
"1816",8687,NA,6.2,0.94,0.95,1.6,-0.02,-136,92,1.02503,2.04,0.5,10.5,0,7,0
"1817",8688,NA,10.7,-2.35,0.66,41,0.046,26,164,0.9979,4.04,-1.11,8.8,0,7,2
"1818",8690,NA,6.6,0.22,0.58,-105.9,0.133,52,136,0.98791,3.23,0.3,7.5,0,7,2
"1819",8712,NA,21.5,0.39,-0.78,2.3,0.235,6,427,1.04575,3.16,0.49,9.5,1,13,0
"1820",8717,NA,6.1,0.2,0.34,50.3,0.004,-173,201,0.995,3.35,1.93,10.1,1,7,1
"1821",8730,NA,7.3,0.205,0.31,1.7,-0.344,34,110,1.09323,2.7,0.69,11,1,8,3
"1822",8739,NA,7.2,0.2,0.22,1.6,0.531,-205,101,1.04108,2.26,-1.18,15.2,0,8,2
"1823",8744,NA,-2.4,0.975,0.33,9.2,0.058,-151,5,0.99833,2.42,1.77,9.9,1,7,2
"1824",8747,NA,6.4,0.18,0.74,11.9,0.046,283,168,0.97995,3.23651810584958,0.03,14.3,1,7,3
"1825",8748,NA,14,-0.6,0.35,11.6,0.048,44,-147,0.9944,3.29,1.95,10.5,0,7,3
"1826",8751,NA,7.4,0.19,-0.35,12.8,0.053,522.5,436,0.98614,3.14,1.76,2.5,-1,8,2
"1827",8758,NA,-1.7,1.78,0.49,46.4,0.031,-173,99,1.03802,3.18,-0.64,13.6,0,8,2
"1828",8761,NA,6,-0.8,0.15,0.9,0.033,9,123.410478288232,0.96962,3.24,2.01,12.1,-1,7,0
"1829",8763,NA,6.5,0.46,0.24,49.6,-0.678,56,104,1.0217,3.08,-0.73,10.5836317460295,1,7,0
"1830",8764,NA,7.1,-1.91,0.04,14.4,-0.783,205,437,0.9986,3.23651810584958,2.15,15.2,0,8,2
"1831",8765,NA,-0.2,0.36,-0.97,52.05,0.342,-37,96,0.91548,4.18,0.62,11,2,7,3
"1832",8773,NA,11.8,1.04,0.36,106.4,0.0614253988113857,28,156,0.991,3.62,-0.62,10.5836317460295,0,8,4
"1833",8780,NA,1.9,1.03,0.47,8.4,0.042,167,156,0.98555,3.15,0.93,16,0,8,1
"1834",8781,NA,1,1.61,0.33,-25.8,-0.29,71,162,0.9914,3.07,0.19,11,-1,8,2
"1835",8782,NA,6,1.63,-0.08,-43.9,0.063,34.9470625196356,134,1.01145,2.63,0.57,4.9,0,7,2
"1836",8785,NA,12.4,1.88,0.58,22,0.103,28,45,1.0008,4.1,1.16,6.9,0,13,0
"1837",8786,NA,9.4,1.21,3.16,2,0.23,25,48,0.98564,3.57,0.53459173553719,9.7,1,10,1
"1838",8797,NA,0.9,1.38,1.37,70.3,-1.01,-194,133,0.9978,3.17,0.36,8.7,-1,8,0
"1839",8799,NA,-4.6,1.13,0.35,63.1,-0.399,29,198,0.9984,3.24,0.5,3.8,0,7,3
"1840",8807,NA,6.3,0.775,2.55,-12.8,-0.283,34.9470625196356,86,0.9959,3.23,-0.17,3.6,-1,9,0
"1841",8816,NA,8,1.98,-3.02,4,0.476,34.9470625196356,554,0.9905,1.79,1.36,14,0,9,2
"1842",8817,NA,7.1,-0.48,0.31,70,0.053,0,78,0.99587,3.31,0.59,5.1,-1,8,3
"1843",8826,NA,6.7,0.06,-1.24,-30.1,0.003,-144,399,0.96157,3.12,0.53459173553719,11.2,1,7,3
"1844",8833,NA,-7.7,-0.9,0.33,1,0.054,158,164,1.01251,3.62,0.51,11.9,0,7,1
"1845",8834,NA,6,0.26,0.54,1.3,0.0614253988113857,-55,154,0.99354,3.88,0.51,4.2,0,6,1
"1846",8835,NA,9.4,-0.56,0.41,99.6,0.045,68,183,0.99922,4.4,0.53459173553719,9.4,-1,8,1
"1847",8840,NA,6.7,0.75,1.69,14.8,0.186,44,436,0.99676,3.2,1.44,9.8,1,7,3
"1848",8843,NA,0.5,0.36,0.11,14.3,0.134,55,349,0.9979,1.53,0.44,9,1,8,1
"1849",8849,NA,-3.6,0.17,0.04,-43.8,0.037,-105,133,0.9931,2.3,1.73,10.8,-1,7,2
"1850",8855,NA,6,0.28,0.55,5,0.078,-217,139,1.04191,3.1,-0.34,9.5,1,7,1
"1851",8861,NA,6.4,0.31,1.19,6.9,0.335,-84,187,0.9937,2.99,0.34,12.2,0,10,1
"1852",8862,NA,9.3,0.38,-0.48,3.8,0.132,3,11,0.99577,0.92,0.57,10.1,0,10,3
"1853",8865,NA,1.6,1.5,0.41,14.2,0.361,197,123.410478288232,0.99678,2.26,0.5,10.3,-2,7,3
"1854",8868,NA,6.5,0.19,0.56,0.8,0.043,-168,205,0.9936,4.07,0.39,11.2,0,7,4
"1855",8870,NA,14,0.51,1.34,1.2,0.04,-70,455,0.96761,3.05,0.29,10.8,1,8,2
"1856",8880,NA,-2,0.2,0.25,15,0.0614253988113857,5,259,0.95286,3.12,0.53,2.8,1,7,2
"1857",8885,NA,8.2,0.67,0,1.9,0.08,-185,443,0.95562,3.4,0.32,4.2,0,7,0
"1858",8894,NA,15.6,-0.57,0.34,-0.2,0.054,466,606,0.96931,3.42,0.58,10.4,0,7,0
"1859",8895,NA,1.9,-0.68,0.31,61.5,0.038,8,79,0.97564,4.12,0.39,10.5,0,6,3
"1860",8899,NA,6.8,0.15,-1.09,12.9,-0.378,68.5,486,0.97015,2.95,-0.35,16.3,0,7,3
"1861",8912,NA,6.4,-0.56,0.44,-12.5,0.482,49,179,0.90939,3.26,-0.79,9.2,0,7,0
"1862",8922,NA,7,-0.79,1.57,-44.2,0.394,46,89,0.98393,3.39,-0.2,10.7,-1,7,1
"1863",8924,NA,17.7,-0.31,0.8,-2.6,0.039,13,123.410478288232,0.9731,2.02,0.49,10.9,-1,7,2
"1864",8928,NA,5.2,-0.97,1.13,16.2,0.027,158,117,0.98886,6.04,0.45,10.5836317460295,0,6,2
"1865",8932,NA,12.8,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,1,9,0
"1866",8943,NA,-16.7,0.27,0.21,50.9,0.046,20,155,0.99856,3.04,0.41,14.1,1,6,3
"1867",8945,NA,5.6,-0.31,0.31,-53.8,0.0614253988113857,34.9470625196356,-216,0.99092,3.41,-0.97,10.5,1,7,4
"1868",8946,NA,5.9,0.56,1.08,2,0.03,38,98,0.98892,3.46,-0.9,19.3,1,7,2
"1869",8954,NA,11.2,0.32,0.56,2,0.073,3,-159,0.99534,3.15,0.73,9.5,0,11,1
"1870",8958,NA,3.7,1.46,-0.71,11.4,-0.316,-8,93,0.99428,3.23,0.53459173553719,10.5,0,6,2
"1871",8960,NA,11.8,0.32,0.21,2.2,1.123,-118,-475,0.96779,3.17,-1.36,9.4,-1,7,0
"1872",8965,NA,-9.3,0.5,0.81,2.2,0.057,5,136,1.0002,3.19,0.44,8.3,0,13,1
"1873",8966,NA,2.9,0.26,0.39,-30.8,0.364,64,200,0.99562,3.19,0.38,12.5,1,7,2
"1874",8967,NA,-0.3,0.43,0.99,4.5,-0.005,-41,-86,1.04293,3.78,-0.99,10.2,-1,8,1
"1875",8969,NA,6.4,0.46,0.79,-19.7,0.047,51,138,0.998275,3.39,-1.09,10.5,-1,7,2
"1876",8980,NA,-3.4,0.25,1.61,13.1,0.59,312,200,1.08608,3.04,0.53459173553719,8.9,0,8,3
"1877",8984,NA,14.8,0.12,-0.65,7.1,0.001,34.9470625196356,124,0.9888,4.08,0.41,7.4,0,9,3
"1878",8985,NA,-2.3,0.31,0.85,13.2,0.0614253988113857,267,406,0.96434,2.98,-0.65,6.1,0,8,1
"1879",8988,NA,14.3,0.9,0.37,77.5,0.112,34.9470625196356,89,1.02538,4.66,0.53459173553719,5.3,0,7,1
"1880",8989,NA,6.1,0.22,0.28,16.55,-0.153,54,135,1.00226,3.2,0.38,12.9,1,7,2
"1881",8995,NA,6.9,-0.28,0.74,1,0.621,18,204,0.992,1.94,-0.32,10.2,0,8,0
"1882",9004,NA,20,0.31,1.32,-46.9,-0.359,28,137,0.98089,2.96,1.26,11,1,9,1
"1883",9010,NA,9.9,0.87,0.24,2.3,-0.481,6,14,0.96571,3.34,0.53459173553719,14,0,11,1
"1884",9012,NA,-2,1.74,-1.87,1.6,0.409,161,147,0.99592,2.77,0.14,8.1,0,8,0
"1885",9018,NA,2.8,0.2,0.31,6.85,0.577,160,-56,1.038,3.23651810584958,0.59,10.4,0,8,2
"1886",9036,NA,8.8,0.48,1.92,3.3,0.092,26,-171,0.9982,3.31,0.14,16.1,-2,10,0
"1887",9037,NA,8.3,0.88,2.93,24.5,0.033,37,57,0.95699,3.16,0.51,11,-1,9,1
"1888",9040,NA,5.8,0.28,0.3,-30.3,-0.286,31,114,0.98636,4.27,0.53459173553719,12.5,1,6,0
"1889",9041,NA,6.5,-0.93,-1.16,4.1,-0.427,20,134,0.95719,3.18,-0.86,9,2,7,2
"1890",9044,NA,13.4,0.3,0.33,2.7,0.044,34,108,1.01369,3.86,0.18,16.4,1,8,4
"1891",9045,NA,11.9,-0.46,0.34,1.6,-0.345,-61,270,0.94198,3.34,0.53459173553719,8.5,0,7,1
"1892",9047,NA,8.1,1.47,0.79,-21.6,-0.225,114,205,1.07729,3.36,0.88,11,0,9,1
"1893",9049,NA,6.6,0.5,0.04,2.1,0.0614253988113857,6,-560,0.9955,3.39,0.64,9.4,0,7,0
"1894",9061,NA,-2.2,-1.25,1.28,38.4,0.44,-171,409,0.99168,2.62,-1.14,8.2,0,7,0
"1895",9062,NA,7.3,0.25,-0.38,25.3,-0.394,38,-212,1.02761,3.4,1.57,9.6,0,8,1
"1896",9076,NA,7.4,0.29,0.4,-30.6,-0.327,-201,352,0.9932,2.57,0.76,12.3,0,8,2
"1897",9079,NA,-2.7,0.9,-0.88,27.1,0.52,-26,28,0.98647,3.13,-0.92,10.6,-1,6,1
