"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"6269",7940,3,6.1,0.24,0.46,4.7,0.39,-113,16,0.99637,3.29,0.62,12.3,-1,7,0
"6270",7941,5,2.7,-0.64,1.52,-43,0.027,285,89,0.97733,2.07,-0.38,12.5,0,6,2
"6271",7942,5,6.3,0.2,0.4,1.5,0.368,3,-81,0.9917,4.26,-0.75,11.4,1,7,3
"6272",7943,2,12.1,-1.3,-0.77,1.4,0.064,311,-89,1.00188,3.37,-0.55,6.7,-1,7,1
"6273",7944,4,12.8,0.02,0.83,2.5,0.0548224891009295,24,60,0.96042,3.31,0.527111782477341,8,0,9,2
"6274",7945,3,11.7,0.17,0.5,50.1,-1.077,35,140,0.9904,2.28,-0.2,15.2,-1,8,1
"6275",7946,4,-3.6,-0.74,-1.06,69.6,0.044,-188,143,0.9912,3.54,0.52,12.4,-1,7,3
"6276",7947,4,7.9,-0.97,0.06,1.2,0.052,32,126,0.9836,3.20762822580645,0.527111782477341,10.1,1,7,2
"6277",7949,4,6.7,-0.01,0.31,38.9,0.035,42,120.714232642615,0.99572,2.68,1.73,9.8,-1,7,3
"6278",7951,3,7.2,0.24,-0.09,118.8,-0.184,3,18,0.99368,3.63,-0.8,3.5,-1,10,1
"6279",7952,5,6.8,-0.8,0.42,14,0.616,61,160,1.02177,2.68,1.29,9.4,1,7,2
"6280",7953,3,9.7,-0.8,0.4,5.41873306511208,0.071,-81,-48,0.96101,3.04,0.62,8.7,0,8,1
"6281",7954,4,6.7,1.55,-1.05,9.7,-0.923,216,-180,1.02685,3.23,0.5,7.6,1,8,1
"6282",7956,3,4.5,0.3,0.21,21.05,0.033,89,332,0.99332,2.44,0.42,9,0,5,2
"6283",7958,5,1.3,0.32,-0.69,1.6,-0.079,32,155,0.993,2.77,1.01,8.9,1,8,1
"6284",7960,5,7.1,0.42,1.05,-40.6,0.038,28,109,0.96229,3.99,0.527111782477341,10.4892362598141,1,8,3
"6285",7961,0,0.4,0.79,0.35,43.3,-0.193,-190,-145,0.99672,3.24,0.527111782477341,9,-1,11,1
"6286",7962,2,7.8,0.685,-1.23,-3.6,0.097,-353,143,0.9978,3.28,-1.04,9.4,-1,10,0
"6287",7963,5,7.3,0.23,0.9,2.6,0.403,99,120,0.99885,2.94,2.15,15.8,0,8,1
"6288",7964,2,1.6,0.31,0.18,51,0.565,55,161,1.04241,3.02,0.59,16.5,-1,7,0
"6289",7965,3,8,0.18,0.49,5.41873306511208,-0.513,106,145,1.0032,3.23,0.48,14.4,0,9,2
"6290",7966,3,3.1,-0.95,0.38,30.4,0.0548224891009295,30.8455712874547,14,0.99572,2.58,0.46,9.1,0,7,2
"6291",7968,4,6.7,-0.08,3.39,11.5,0.096,18,92,1.02797,3.11,0.49,13.4,1,8,3
"6292",7970,5,7.2,-0.06,-0.19,2.3,0.033,29,101,1.09087,3.20762822580645,0.54,15.2,0,8,3
"6293",7972,0,-0.9,0.2,0.26,9.7,0.38,-97,-210,1.04954,3.08,1.81,12.9,0,7,0
"6294",7973,5,10.3,0.615,0.31,59.3,0.037,93,260,0.9912,3.41,0.41,7.3,0,7,3
"6295",7975,4,-4.9,0.16,0.32,12.5,-0.138,-6,156,1.02138,3.34,-1.73,8.9,0,7,1
"6296",7977,3,6.2,0.24,0.28,82.4,0.191,63,133,0.9952,3.19,-0.62,10.7,-1,7,2
"6297",7978,0,7,1.7,-0.39,-25.7,0.089,83,-56,0.94552,2.84,2.08,13.5,0,8,1
"6298",7979,0,7.2,1.67,0.31,8.25,0.02,-163,104,0.96967,1.88,0.44,7.5,-1,8,1
"6299",7980,6,-4.2,0.36,0.47,1.4,0.042,26,124,0.98972,3.20762822580645,0.95,10.1,2,7,3
"6300",7981,3,3.4,-0.66,0.07,11.2,-0.416,-15,137,0.997,3.15,0.527111782477341,10,0,8,1
"6301",7982,3,12.6,0.28,-0.38,12.8,0.039,51,150,0.99535,3.23,0.46,15.8,-1,7,1
"6302",7983,6,7.2,0.81,-0.75,17.55,0.595,105,154,0.99971,2.21,0.43,15.1,1,8,4
"6303",7984,0,-2.5,-0.91,1.69,6,-0.259,-106,129,1.0591,3.19,0.89,9.1,0,7,1
"6304",7985,4,16.3,0.22,0.85,-16.1,-1.156,26,87,0.99092,4.41,0.527111782477341,9.3,-1,6,3
"6305",7988,5,5.9,0.46,0.14,5.41873306511208,0.042,-225,403,0.98743,4.95,0.18,10.6,0,7,4
"6306",7989,3,2.7,0.67,0.02,29.4,-0.348,-26,-261,0.97486,3.39,0.82,8.1,-1,7,2
"6307",7990,7,6.6,0.36,-0.06,-39.1,0.021,-4,85,0.96509,5.88,0.61,10.4892362598141,0,7,2
"6308",7991,0,-3.4,0.45,-1.2,2.6,-0.428,-56,97,0.91029,3.37,0.91,3.2,1,9,0
"6309",7992,4,6.1,0.14,1.37,-24,0.608,37,173,0.9925,3.35,0.3,10,0,6,4
"6310",7994,5,-4.2,1,-3.08,6.1,0.042,27,123,0.99024,3.36,1.11,9.9,1,6,1
"6311",7995,3,5.5,0.24,-0.34,-32.2,0.383,19,-154,0.994,2.7,-0.82,13.6,0,6,2
"6312",7997,4,15,1.48,0.69,6.85,0.0548224891009295,32,-421,0.9786,3.1,0.34,4.4,-1,8,0
"6313",7999,4,-3.9,1.39,1.41,-52.2,0.464,29,118,0.99251,3.20762822580645,-0.84,15,0,7,1
"6314",8000,4,5.2,0.7,-1.07,5.3,0.026,-231,-231,0.99987,3.21,0.527111782477341,8.9,1,6,2
"6315",8001,0,-1.6,0.39,0.12,-33.7,-0.176,86,24,0.99856,3.20762822580645,0.527111782477341,13.3,0,8,1
"6316",8002,6,-4.9,0.31,0.58,56.2,0.623,-56,-282,0.9909,3.3,2.3,12.3,0,7,2
"6317",8003,1,8.6,1.51,1.33,5.41873306511208,0.347,77,47,0.98984,3.97,0.45,10.1,-1,6,1
"6318",8004,2,27.1,0.35,0.24,2,0.128,28,20,0.99576,3.13,0.88,7.7,0,8,1
"6319",8005,3,1.1,0.63,0.02,1.9,0.078,204,30,0.99712,3.20762822580645,0.75,6.6,0,8,0
"6320",8006,4,6.3,0.12,-2.16,20.3,0.044,30.8455712874547,146,0.99762,3.27,2.1,11.4,-1,7,1
"6321",8007,4,6.5,0.14,0.33,-35.2,0.481,-274,189,0.9966,3.25,0.03,11.9,1,7,2
"6322",8008,3,9.6,0.72,-0.45,5.41873306511208,0.616,111,-159,0.995,3.28,1.99,14.9,-1,7,1
"6323",8009,3,5.3,1.83,0.37,76.7,0.038,-113,-216,0.98585,3.11,0.56,14.6,0,6,2
"6324",8010,4,7,-0.82,0.37,2,0.598,168,136,0.9905,3.28,1.26,10.4892362598141,0,8,2
"6325",8011,5,10.6,0.22,0.87,5.41873306511208,0.257,37,118,0.99906,4.98,0.46,8.8,1,7,2
"6326",8012,4,8.6,-0.15,0,-38.3,0.095,30.8455712874547,43,0.99822,2.33,0.6,7.6,0,9,3
"6327",8013,0,19.2,0.02,0.76,44.5,0.0548224891009295,265,314,0.99674,2.45,-0.65,12.2,0,11,1
"6328",8014,4,5.6,-0.91,0.09,2.3,0.056,458,-54,0.9609,3.63,-0.18,13,1,6,0
"6329",8015,3,0.5,-0.02,1.24,-57.8,0.05,30.8455712874547,131,0.99248,3.13,-0.04,9.4,0,10,3
"6330",8016,4,5.7,0.29,0.16,7.9,0.505,303,549,0.99512,3.21,0.36,10.4892362598141,1,6,2
"6331",8017,2,17.6,0.27,0.95,3.1,-0.114,96,120.714232642615,1.02073,2.43,0.527111782477341,10,-1,7,0
"6332",8020,0,2,1.45,-1.06,2.1,0.083,35,72,0.98529,3.44,0.52,2.8,0,8,0
"6333",8021,4,6.8,1.17,1.97,17.5,0.039,77,153,0.9994,3.48,-0.32,12.3,0,7,2
"6334",8022,3,7.6,-1.58,-0.47,-102.1,0.043,-101,227,0.95181,2.72,0.527111782477341,10.5,0,8,0
"6335",8023,2,-4.2,0.28,1.9,9.1,0.799,16,387,0.9948,3.44,0.54,11.1,-1,8,2
"6336",8024,2,0.4,0.34,0.25,37.9,0.042,-94,-281,0.9964,3.02,1.42,11.4,-2,6,2
"6337",8025,0,9.1,0.775,1.28,2.2,0.552,-188,-94,1.0285,3.32,-1.36,9.6,0,10,0
"6338",8026,1,-17.2,0.29,1.02,60.2,1.186,20,142,1.01512,3.1,-0.61,14.2,-2,7,0
"6339",8028,5,-4.4,0.18,1.77,4.6,0.361,564,137,1.03624,3.21,0.87,11.3,1,6,3
"6340",8029,2,6.2,0.36,0.38,48.65,-0.161,44,400,0.95157,3.22,0.4,0.7,-2,7,1
"6341",8030,2,18.1,0.345,0.31,1.9,0.453,-191,134,1.04208,2.07,0.38,9.5,-1,8,0
"6342",8031,4,11.2,0.67,1.32,-1.7,0.237,42,-111,1.02215,2.56,1.21,4.3,0,12,2
"6343",8032,4,6,-0.94,0.14,7.7,-0.015,24,460,0.89349,3.04,1.16,11,0,7,1
"6344",8033,3,-3.4,0.26,0.18,-16.7,0.057,48,243,1.00938,3.1,0.91,13.7,-1,8,2
"6345",8034,5,6.6,0.21,0.3,41.4,0.041,43,174,0.96178,3.07,0.5,10.1,1,7,3
"6346",8035,3,6.3,0.28,-1.04,64.4,0.039,24,457,0.9942,3.9,0.43,8.6,0,7,3
"6347",8037,5,9.9,0.28,0.61,1.6,0.029,183,127,0.99246,2.26,1.52,10.5,0,7,3
"6348",8038,5,-4.3,0.2,0.37,80,0.319,119,136,1.00368,3.88,0.61,10.2,1,8,1
"6349",8039,6,6.5,0.26,0.49,48.9,0.02,285,66,0.99239,3.25,0.75,11.3,1,7,4
"6350",8041,4,6.4,0.24,0.49,5.8,0.0548224891009295,64,120,0.94423,3.91,1.55,17,0,7,2
"6351",8042,4,7.4,0.25,-0.69,13.2,0.59,278,178,1.02915,3.01,3.08,6.1,0,8,2
"6352",8043,4,12.1,0.67,-1.84,1,0.02,56,9,0.96254,3.3,0.34,13.6,1,5,1
"6353",8045,0,6.8,1.22,0.33,4.9,-0.331,-265,130,0.95769,2.02,0.39,11,0,7,0
"6354",8046,3,6.9,0.4,-0.95,-80.1,0.066,30.8455712874547,-173,1.01648,3.12,-0.46,9.1,0,8,3
"6355",8047,4,6.3,0.5,0.28,1.5,0.0548224891009295,46,64,1.03621,3.23,0.42,10.1,0,7,3
"6356",8048,3,6.6,0.17,-0.32,-7.4,0.036,38,93,0.95006,3.05,0.54,6.3,-1,7,1
"6357",8049,4,15.9,1.43,0.24,17.8,0.047,45,111,0.98833,3.1,0.77,10.2,0,7,3
"6358",8051,5,14.4,-0.7,-1.15,56.1,-0.159,41,113,0.9962,2.46,-0.07,9.3,0,7,4
"6359",8053,5,2.3,0.335,1.5,25.9,0.63,27,120.714232642615,0.9924,3.14,0.527111782477341,9.6,1,6,3
"6360",8055,0,10.3,-0.23,1.72,-21.5,0.069,2,51,0.9982,3.16,1.48,11.5,-1,11,0
"6361",8056,3,6.8,0.31,2.46,74.1,0.043,30,165,1.01139,3.36,0.13,5.85,-1,7,2
"6362",8060,4,2.6,1.6,0.4,7.6,0.024,297,607,0.95388,5.34,0.04,10.4892362598141,0,8,2
"6363",8061,2,7.4,0.27,0.26,11.8,0.584,55,173,1.02084,2.42,0.6,7.5,-1,8,2
"6364",8062,2,7.2,0.31,-0.97,13.3,0.367,210,-452,0.9982,3.01,0.47,12.2,-1,8,2
"6365",8063,0,10.7,0.94,-0.23,-4,-0.178,295,500,1.00289,3.22,0.68,9.3,0,12,0
"6366",8064,4,12.4,0.08,0.3,2.2,0.037,308,129,0.99085,3,0.527111782477341,15.766666667,0,9,2
"6367",8065,2,7.3,-1.02,1.87,-8.35,0.057,-45,502,0.9538,3.14,1.99,8.6,-1,8,1
"6368",8067,3,8.8,0.19,0.3,-4.6,0.202,34,120,1.04255,2.94,-1.26,11.2,0,9,1
"6369",8068,4,1.7,0.53,0.02,0.9,0.035,287,81,1.01944,3.24,0.35,11,2,7,2
"6370",8069,6,21.2,0.59,0.39,52.1,0.063,66,92,0.96568,3.38,2.2,12.6,2,7,2
"6371",8071,4,8.9,-1.81,0.32,11.1,0.077,237,-516,1.00424,4.24,0.08,12,-1,7,1
"6372",8073,3,-2.7,0.86,0.51,3.15,-0.409,306,156,1.04315,3.43,0.47,8.9,0,8,1
"6373",8074,5,-15.2,-0.65,0.3,-42.7,0.028,103,131,1.03678,3.84,0.5,14.3,0,7,3
"6374",8075,0,13.7,0.42,0.17,2,0.621,205,182,0.962,3.20762822580645,0.03,12,-1,9,0
"6375",8076,0,15.1,1.04,0.08,-66.6,0.018,-370,32,0.95224,3.91,0.57,11,0,8,0
"6376",8077,2,6.5,0.36,-1.06,-37.8,0.3,30.8455712874547,-36,0.97229,3.17,3.33,9.3,-1,7,3
"6377",8082,6,6,0.28,0.53,6.2,0.028,37,104,1.03162,3.28,-0.36,4.9,1,7,1
"6378",8083,0,7.9,1.52,1.98,5.41873306511208,0.462,15,143,0.9968,3.2,-0.18,7.4,0,9,0
"6379",8084,0,1.3,0.4,0.51,-35,0.154,-123,27,1.01697,3.32,2.32,6.8,-1,10,0
"6380",8085,3,8.3,1.54,1.47,15,0.383,35,-48,1.04121,2.2,2.41,8.6,0,9,1
"6381",8086,2,6.6,0.785,0.49,7.7,0.049,-299,217,0.996,3.05,-0.99,9.3,-1,7,1
"6382",8087,3,6.8,0.32,0.18,-30.9,0.041,-138,562,0.9959,5.61,1.27,5.6,0,7,2
"6383",8089,3,13.6,0.63,1.55,1.3,0.285,48,190,0.99127,4.2,0.45,11.1,0,8,2
"6384",8090,0,14,0.63,-0.17,1.9,0.122,70,41,0.99675,3.37,0.04,9,-1,8,1
"6385",8092,4,6.5,0.23,0.39,58.2,-0.302,41,-205,0.99,3.19,1.84,11.9,-1,7,3
"6386",8093,4,9.9,1.87,-0.14,-37.3,0.09,26,120.714232642615,0.95717,2.72,1.43,10.2,0,11,3
"6387",8096,4,6.9,-0.58,0,-33.1,0.048,36,124,0.97429,3.19,0.43,4,0,7,2
"6388",8097,4,16.6,1.64,0.53,1.4,0.36,-46,141,1.07185,3.34,0.72,13.7,0,7,3
"6389",8098,0,-16.7,-0.56,0.74,13.5,-0.124,46,165,0.97907,2.67,-0.68,13.7,1,8,1
"6390",8100,3,7.2,0.23,-0.83,-46.9,0.067,-240,92,0.99496,0.66,1.62,9.7,0,8,2
"6391",8103,0,3.2,0.36,0.57,-21.6,-0.731,-75,-100,1.01778,3.16,-1.31,9.1,1,7,0
"6392",8104,2,6.9,0.98,1.61,67.7,0.052,-84,468,0.9986,3.2,0.69,15,-1,8,1
"6393",8105,0,18.8,-0.75,-0.4,17.8,0.543,28,46,1.01074,3.2,0.8,3.7,1,13,0
"6394",8106,0,6,-0.35,0.19,2,-0.023,-44,47,0.99522,2.61,0.09,10,-1,7,0
"6395",8107,5,15.6,0.26,0.61,1.9,0.066,30.8455712874547,-347,1.00161,4.2,0.87,10.9,1,11,2
"6396",8108,0,18.6,0.59,0.06,6,0.06,11,18,1.00515,3.41,0.527111782477341,10.8,0,7,0
"6397",8109,2,6.5,1.16,1.14,56.2,0.519,-89,-100,0.99516,3.35,0.51,15.2,-1,7,1
"6398",8110,7,5.6,-0.98,0.1,1.3,0.0548224891009295,20,68,0.9791,3.36,0.51,19.5,2,6,3
"6399",8111,4,11.9,0.4,1.43,-46.3,0.026,-222,520,0.94891,3.18,0.11,12.4,0,6,2
"6400",8112,4,7.1,0.23,-1.07,-82.1,0.034,62,-26,0.99121,3.03,0.56,11.3,-1,8,2
"6401",8113,4,7,-0.48,1.66,-43,0.039,70,125,0.95321,3.85,3.8,12.2,0,8,2
"6402",8114,2,7.8,0.27,1.47,-22.8,-0.434,235,-51,0.9934,3.15,1.16,15.8,-1,8,0
"6403",8115,3,7.4,0.32,0.22,1.7,0.15,30.8455712874547,453,0.9543,1.88,0.69,7.3,0,8,1
"6404",8117,4,6.6,0.02,-0.57,39.2,0.036,82,92,1.02731,3.88,-0.2,12.1,0,7,1
"6405",8118,0,7.8,0.94,0.35,45.3,-0.006,22,47,0.99525,3.51,-0.19,10.7,-1,9,0
"6406",8119,4,7.2,1.31,0.44,22,0.047,309,513,1.01862,3.56,0.65,15,0,8,2
"6407",8120,4,5.4,0.83,1.89,3,0.052,47,492,0.97323,3.92,0.75,10,0,6,2
"6408",8121,4,7.5,0.14,0.74,-96.2,0.0548224891009295,21,126,0.9933,3.26,0.45,10.2,0,8,0
"6409",8122,5,5.3,0.36,0.27,34.9,0.028,301,132,0.99186,2.17,-0.65,14.2,1,6,3
"6410",8123,3,6.8,0.51,0.3,-27.7,0.645,524,165,1.00309,2.5,0.42,5.6,0,8,2
"6411",8124,5,11.8,0.17,0.49,-8.6,-0.541,46,131,0.95383,3.09,0.51,10.2,0,10,3
"6412",8126,0,1.1,0.64,0.55,2.1,0.067,-95,120.714232642615,0.997,3.27,1.6,9.4,-1,8,0
"6413",8127,3,8.2,1.56,0.46,36.05,-0.503,14,326,0.96966,3.81,0.58,16.1,0,9,1
"6414",8128,0,10,1.03,0.45,6.2,0.071,-264,-104,1.01693,3.21,1.28,11.8,-1,11,1
"6415",8129,1,7.2,0.24,0.27,11.4,0.034,40,174,0.96721,3.42,-1.31,9,-2,8,1
"6416",8130,3,17.1,0.59,0.42,45.1,0.086,-13,208,0.99546,5.71,0.6,11.5,-1,9,2
"6417",8131,5,-0.3,0.39,1.2,35.4,-0.449,-2,120.714232642615,1.01718,3.18,0.44,18.1,0,8,2
"6418",8132,2,19,0.25,0.35,5.41873306511208,-0.942,195,150,0.9947,3.03,0.34,10.5,-2,8,1
"6419",8133,4,9.3,0.5,0.36,1.8,0.084,-62,17,0.99704,1.04,0.3,14.3,0,10,1
"6420",8135,0,16,-0.555,0.27,-112.4,0.315,30.8455712874547,-130,1.02799,2.46,0.527111782477341,10,0,9,0
"6421",8136,3,14.3,0.34,0.46,-0.6,0.055,68,198,0.9988,3.36,-1.09,8.1,-1,10,2
"6422",8137,5,11.4,0.91,0.49,-16.5,-0.272,557,108,0.9928,2.17,1.45,13.8,1,9,2
"6423",8138,3,-3,0.3,-0.04,1.4,0.557,282,161,1.03133,2.95,-0.25,10.5,0,8,2
"6424",8140,6,11.1,0.03,0.35,1.4,0.072,23,-154,1.04089,3.25,1.17,12,1,7,2
"6425",8142,4,8.3,0.26,-0.1,-61.7,0.455,14,-120,0.99077,2.95,-0.5,12.2,0,9,2
"6426",8143,4,-4.7,2.21,0.38,60.7,0.036,-137,423,0.98842,3.86,0.36,9.4,0,7,3
"6427",8144,4,7.2,0.42,0.41,-55.8,0.552,293,145,0.98548,3.06,0.527111782477341,8.5,0,10,2
"6428",8145,3,2.6,1.58,0.49,-10.9,0.049,33,152,1.0087,3.63,2.08,10.6,-1,9,0
"6429",8146,5,10.9,0.21,0.3,-125.6,0.221,-196,32,0.9972,3.22,1.4,11.9,1,12,2
"6430",8148,4,4.5,-0.81,0.09,-21.2,0.077,210,141,0.99206,3.71,0.44,10.1,1,7,1
"6431",8149,6,5.1,1.64,0.31,9.1,0.036,45,-58,0.99216,3.01,0.31,9,1,8,4
"6432",8150,4,7.5,0.29,0.67,-3.7,0.711,-33,142,0.99719,3.41,0.49,8.9,0,8,2
"6433",8151,4,-0.6,0.16,0.37,49.9,0.025,43,120.714232642615,0.9928,3.95,-0.89,9.7,0,7,1
"6434",8152,4,12.7,0.38,1.02,2,0.038,28,120.714232642615,0.97953,3.18,1.83,19.3,0,8,1
"6435",8153,4,9.4,0.39,-0.53,4.9,-0.397,107,109,0.97963,3.18,0.94,12,-1,8,3
"6436",8154,5,7.7,0.17,0.08,-42.8,0.017,21,84,0.97986,4.2,0.4,7.8,0,8,2
"6437",8155,2,12.2,-0.66,-0.53,-52.8,-1.055,-233,120.714232642615,0.97492,3.85,0.2,9.4,-1,6,0
"6438",8156,4,15,0.27,0.27,2.4,0.301,248,120.714232642615,0.9936,2.84,0.94,5.3,0,8,1
"6439",8157,3,6.4,0.24,-0.86,57.95,-0.249,-413,69,0.94908,3.25,0.82,11.8,0,7,2
"6440",8159,4,7.6,-0.93,1.23,49.3,0.035,221,450,0.9908,3.68,0.527111782477341,20.2,1,8,3
"6441",8161,3,6.6,0.19,0.28,-22.9,0.042,-11,137,0.98397,2.7,0.37,10.8,-1,7,0
"6442",8162,4,6.7,0.4,0.33,2.9,0.091,20,173,1.04515,3.02,-0.81,9.5,-1,7,3
"6443",8163,3,7.8,0.25,-0.64,13.7,0.0548224891009295,95,184,0.97302,3.22,0.83,8.9,0,8,1
"6444",8164,2,19.1,0.2,1.37,6.3,0.0548224891009295,128,143,0.98982,3.25,0.527111782477341,14.4,-2,9,0
"6445",8166,0,8.8,-1.08,0.4,2.8,0.109,15,-30,0.95341,2.23,0.79,5.3,-2,10,0
"6446",8167,4,6.9,0.24,0.34,4.7,0.04,43,161,0.95853,3.36,0.38,10.6,0,7,1
"6447",8168,4,7.5,0.13,0.38,1.1,-0.233,42,-250,0.99112,5.18,-0.96,11.8,0,8,2
"6448",8169,3,6.5,1.37,1.54,1.4,0.04,-6,29,1.02163,3.12,-1,8.3,0,7,1
"6449",8170,2,15.9,0.05,-0.17,-49.9,-0.482,16,172,0.99182,3.07,0.23,8.9,0,8,1
"6450",8171,0,-0.7,0.48,0.53,47.7,0.598,3,651,0.99586,3.23,0.527111782477341,12.1,2,10,0
"6451",8172,2,-1.6,0.16,1.63,6.7,0.097,43,153,0.9951,3.63,0.46,15.3,-1,6,1
"6452",8173,4,5.7,-0.58,1.1,10.1,0.053,-293,174,0.96551,3.01,-1.11,10.4,0,6,0
"6453",8174,4,17.8,0.26,0.3,-98.7,-0.276,30,-743,0.98995,3.48,0.52,12.5,-1,6,2
"6454",8175,3,6.9,0.22,0.95,-25.6,-0.342,-257,126,0.9975,2.4,1.89,9.1,0,8,2
"6455",8176,4,17.6,0.28,0.36,15.7,0.496,42,105,0.9893,2.48,0.39,12.4,-1,8,2
"6456",8177,4,-1.4,0.46,1.39,-39.7,0.051,61,197,0.98734,2.21,2.15,9,1,7,2
"6457",8178,4,8,1.9,-0.99,1,0.05,16,-220,0.9936,3.15,1.15,14,-1,9,2
"6458",8179,3,7.6,-0.76,0.67,1.4,0.047,41,505,0.9934,2.73,-0.43,10.1,-1,8,3
"6459",8180,3,-2.2,0.27,0.35,10.9,-0.894,280,64,1.0109,2.22,0.47,14.3,0,9,1
"6460",8181,0,17.3,-0.815,0.26,1.6,-0.353,16,212,0.96647,2.85,0.47,9.4,0,10,0
"6461",8182,5,6.3,-0.97,1.76,-17.9,0.0548224891009295,184,134,1.03199,4.69,0.527111782477341,12.7,1,7,1
"6462",8183,3,-3.1,0.64,0.49,-22.3,0.033,37,133,0.98081,3.2,-0.51,7.8,-1,9,2
"6463",8184,4,4.8,0.32,0.25,9.5,0.435,15,-239,0.98167,3.1,0.44,7.1,0,8,4
"6464",8185,5,6.6,1.31,1.14,14,0.014,37,124,1.03227,2.27,-2.78,8.8,1,7,3
"6465",8186,0,8,0.19,-0.38,2,0.132,9,140,0.96721,3.25,-0.79,9.6,-1,8,0
"6466",8188,5,-0.8,0.2,0.13,3.6,0.036,158,91,0.99278,2.49,0.5,9.8,1,6,2
"6467",8189,6,13.8,0.42,0.09,1.6,-0.564,152,68,0.95098,3.20762822580645,0.527111782477341,11.4,1,6,2
"6468",8190,8,-0.8,1.67,0.3,57.1,0.046,-198,-12.5,1.03391,3.02,1.47,10.1,2,8,4
"6469",8191,0,14.9,0.3,0.36,11,0.089,30.8455712874547,12,0.99354,3.05,-1.25,10.4892362598141,1,9,1
"6470",8192,4,5.9,1.99,1.63,5,0.482,20,-286,1.02897,2.27,-0.8,12.8,0,7,2
"6471",8193,0,5.2,0.41,0.43,2.8,-0.365,211,423,0.98015,3.42,1.7,10.6,-1,8,0
"6472",8194,4,8.2,0.26,-1.29,77.8,0.044,-135,600,0.99644,3.17,0.37,17,1,8,0
"6473",8195,0,6.5,0.28,1.15,1.2,-0.037,-16,115,0.96697,3.16,0.39,3.7,-1,8,0
"6474",8196,5,7.3,-1.12,0.27,53.7,0.0548224891009295,45,496,0.96889,2.94,1.58,10.4892362598141,-1,8,1
"6475",8197,4,18.7,0.19,0.36,35.7,0.026,144,-196,0.90741,4.53,0.22,4.3,0,7,1
"6476",8198,5,19.9,-0.96,0.49,2,0.414,10,-286,1.011,2.66,-1.01,10.1,2,10,2
"6477",8199,6,7,0.24,0.73,-106,0.569,30.8455712874547,104,0.98988,4.33,0.527111782477341,11.7,1,8,3
"6478",8200,0,6.2,0.67,0.27,2.9,0.039,159,123,0.96763,3.12,1.38,12.8,-1,7,0
"6479",8201,5,2.8,0.19,-0.12,15.9,0.038,162,118,0.99546,2.17,-0.76,10.7,1,7,3
"6480",8202,1,9.3,-0.34,1.57,11.9,0.032,-255,120.714232642615,0.95881,3.01,-1.12,5.2,-1,8,1
"6481",8203,3,6.4,-2.3,0.19,25.4,0.577,30.8455712874547,120.714232642615,1.02127,2.84,-0.42,9.4,0,8,2
"6482",8204,3,6.3,0.39,-0.03,-4.8,0.36,82.5,260,1.01505,3.12,0.527111782477341,14.9,0,7,1
"6483",8206,4,7,0.48,0.12,-52.8,0.05,23,86,0.99398,2.41,0.35,9,1,8,2
"6484",8207,3,11.3,0.53,-0.08,50.2,0.133,87,514,0.9672,3.14,0.47,9.3,0,10,1
"6485",8208,0,6.8,0.84,1.93,-38.1,-0.201,-147,120.714232642615,0.9971,3.54,0.58,9.3,-1,8,2
"6486",8210,4,-17.5,0.22,0.26,52.7,-0.049,-253,205,0.9917,1.92,-0.78,10.5,0,7,3
"6487",8212,0,5.8,1.12,0.26,-35.3,0.038,291,153,0.95036,3.34,-0.17,11.6,2,6,0
"6488",8213,4,15,0.895,0.2,1.7,-0.119,10,-7,0.99692,1.32,0.527111782477341,7.8,1,10,4
"6489",8214,5,7.7,0.26,0.34,-20.5,0.05,36,163,0.9937,3.19,0.7,11.5,1,8,4
"6490",8215,2,18.2,-1.2,0.65,1.8,0.046,14,378,0.96121,3.88,-0.13,15.2,-2,8,2
"6491",8216,5,8.2,0.18,0.49,1.1,0.033,-470,82,1.01322,3.4,0.94,15.4,0,9,2
"6492",8217,5,-2.8,0.88,0.3,-60.8,0.27,231,5,0.99225,3.23,0.69,10.9,0,6,3
"6493",8218,1,6.6,0.36,1.2,1.4,0.922,122,118,0.9936,3.21,-1.36,3.2,-2,7,0
"6494",8219,4,13.5,0.46,0.26,7.2,0.522,30.8455712874547,90,0.99509,4.45,0.55,13.9,0,7,3
"6495",8220,3,11,1.12,-1.47,-3.3,-0.36,21,114,1.02278,2.85,0.5,15.7,-1,8,0
"6496",8221,2,16.1,0.44,-0.2,11.8,0.044,30.8455712874547,-150,1.03208,3.12,0.6,5.5,-2,8,0
"6497",8222,0,18.1,0.74,1.84,7.9,-0.174,-253,145,0.9947,3.64,0.56,9.6,-1,7,0
"6498",8223,3,7.8,0.64,-1.03,8.7,-0.41,5,-272,0.9984,3.37,0.17,8.2,-2,9,2
"6499",8224,3,7.7,0.39,0.33,15,0.0548224891009295,45,197,0.99512,3.21,0.48,10.3,0,6,1
"6500",8225,4,1.8,0.23,0.23,3.5,-0.35,30.8455712874547,112,0.99145,3.05,0.527111782477341,11.366666667,0,8,3
"6501",8226,6,7.6,0.23,-0.65,10,0.036,247,-185,0.9967,3.08,0.58,9.7,2,8,2
"6502",8227,0,-11.1,0.67,0.55,-55.9,0.0548224891009295,317,95,0.9968,3.17,0.03,9.4,1,9,0
"6503",8228,5,11.9,0.19,0.48,-54.1,-0.503,23,632,0.96324,2.9,1.64,12.5,1,9,3
