"","Type","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","purebreed"
"7773","Cat","Male","Black",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,5,"3","Dom Short Hair",0,"1","4","Yes"
"7774","Cat","Male","Black","Gray","White","Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,6,"4","Dom Short Hair",4,"3","3","Yes"
"7775","Cat","Male","Black",NA,NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,3,"1","Dom Short Hair",0,"1","5","Yes"
"7776","Cat","Mixed","Black","Yellow","White","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",5,0,NA,2,"4","Dom Short Hair",0,"3","9","Yes"
"7777","Cat","Female","Black","White",NA,"Small","Short","No","No","No","Healthy",1,0,NA,1,"2","Dom Short Hair",0,"2","6","Yes"
"7778","Cat","Female","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"3","Dom Short Hair",9,"2","3","Yes"
"7779","Cat","Mixed","Black","Brown",NA,"Medium","Short","Not Sure","Yes","Yes","Healthy",2,0,NA,2,"1","Dom Short Hair",1,"2","5","Yes"
"7780","Cat","Mixed","Black","Brown",NA,"Medium","Short","No","No","No","Healthy",2,0,NA,5,"2","Dom Short Hair",0,"2","6","Yes"
"7781","Cat","Female","Brown","Cream",NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,9,"3","Dom Short Hair",1,"2","5","Yes"
"7782","Cat","Male","Black","White",NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,7,"2","Dom Short Hair",1,"2","5","Yes"
"7783","Cat","Female","Golden","Yellow",NA,"Small","Short","No","No","No","Healthy",1,0,NA,3,"1","Dom Short Hair",0,"2","6","Yes"
"7784","Cat","Female","Black","Golden","White","Medium","Short","No","No","No","Healthy",1,0,NA,4,"2","Dom Short Hair",0,"3","6","Yes"
"7785","Cat","Mixed","Brown","Yellow","White","Small","Short","Not Sure","Not Sure","No","Healthy",5,0,NA,5,"4","Dom Short Hair",0,"3","8","Yes"
"7786","Cat","Male","Brown","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,4,"2","Dom Short Hair",1,"2","3","Yes"
"7787","Cat","Female","Golden","White",NA,"Small","Medium","No","No","No","Healthy",1,0,NA,2,"4","Dom Short Hair",0,"2","6","Yes"
"7788","Cat","Male","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,2,"2","Dom Short Hair",0,"2","5","Yes"
"7789","Cat","Male","Golden","White",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"2","Dom Short Hair",0,"2","3","Yes"
"7790","Cat","Female","Black","Brown","White","Small","Short","No","Yes","No","Healthy",1,0,1,7,"1","Dom Short Hair",0,"3","5","Yes"
"7791","Cat","Male","Golden","Yellow","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Dom Short Hair",4,"3","3","Yes"
"7792","Cat","Female","Black","Golden","White","Medium","Short","No","No","No","Healthy",1,0,NA,2,"1","Dom Short Hair",0,"3","6","Yes"
"7793","Cat","Female","Black","Brown","Yellow","Medium","Short","No","No","No","Healthy",1,10,NA,11,"3","Dom Short Hair",1,"3","6","Yes"
"7794","Cat","Mixed","Black","Brown","White","Small","Short","No","No","No","Healthy",4,0,NA,4,"2","Dom Short Hair",0,"3","6","Yes"
"7795","Cat","Male","White",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,4,"4","Dom Short Hair",0,"1","6","Yes"
"7796","Cat","Mixed","Black","Gray",NA,"Small","Short","Yes","Yes","Yes","Healthy",4,0,4,4,"4","Dom Short Hair",1,"2","3","Yes"
"7797","Cat","Male","Brown","Cream",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,3,"1","Dom Short Hair",0,"2","8","Yes"
"7798","Cat","Female","Brown","Yellow","White","Medium","Short","No","No","Yes","Healthy",1,0,NA,1,"4","Dom Short Hair",2,"3","5","Yes"
"7799","Cat","Female","Brown","White",NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,5,"3","Dom Short Hair",0,"2","5","Yes"
"7800","Cat","Mixed","Brown","White",NA,"Small","Short","Not Sure","Not Sure","Not Sure","Minor Injury",4,0,NA,2,"4","Dom Short Hair",0,"2","9","Yes"
"7801","Cat","Male","Golden",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,10,"3","Dom Short Hair",1,"1","3","Yes"
"7802","Cat","Female","Black",NA,NA,"Medium","Short","No","No","No","Healthy",7,0,NA,3,"4","Dom Short Hair",3,"1","6","Yes"
"7803","Cat","Female","Golden","Gray","White","Medium","Short","No","No","No","Healthy",1,0,NA,8,"4","Dom Short Hair",1,"3","6","Yes"
"7804","Cat","Female","White",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,1,"1","Dom Short Hair",0,"1","6","Yes"
"7805","Cat","Male","Black","Brown","Cream","Small","Short","No","Not Sure","No","Healthy",1,0,NA,6,"0","Dom Short Hair",0,"3","7","Yes"
"7806","Cat","Female","Black","White",NA,"Small","Short","Yes","Yes","No","Healthy",1,0,1,4,"3","Dom Short Hair",0,"2","4","Yes"
"7807","Cat","Female","Brown","White",NA,"Medium","Short","No","Yes","No","Healthy",2,0,NA,2,"2","Dom Short Hair",0,"2","5","Yes"
"7808","Cat","Male","Black","White",NA,"Medium","Medium","No","Yes","Not Sure","Healthy",1,0,NA,5,"4","Dom Short Hair",0,"2","6","Yes"
"7809","Cat","Female","Black",NA,NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,1,"4","Dom Short Hair",2,"1","5","Yes"
"7810","Cat","Female","Black","Brown","White","Small","Medium","No","Yes","No","Healthy",1,0,NA,2,"2","Dom Short Hair",0,"3","5","Yes"
"7811","Cat","Female","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,11,"2","Dom Short Hair",0,"2","5","Yes"
"7812","Cat","Female","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Dom Short Hair",1,"2","3","Yes"
"7813","Cat","Male","Golden","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,4,"1","Dom Short Hair",0,"2","5","Yes"
"7814","Cat","Female","Black","Brown","White","Small","Short","No","Yes","No","Healthy",1,0,NA,4,"4","Dom Short Hair",0,"3","5","Yes"
"7815","Cat","Female","Black","Brown","Golden","Medium","Short","No","Yes","No","Healthy",1,0,NA,4,"3","Dom Short Hair",0,"3","5","Yes"
"7816","Cat","Male","Yellow","White",NA,"Medium","Short","No","No","No","Healthy",3,0,NA,5,"1","Dom Short Hair",0,"2","6","Yes"
"7817","Cat","Male","Yellow","White",NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,1,"1","Dom Short Hair",0,"2","5","Yes"
"7818","Cat","Female","Black","Gray",NA,"Small","Short","No","Yes","No","Minor Injury",1,0,NA,5,"2","Dom Short Hair",0,"2","5","Yes"
"7819","Cat","Male","Black","White",NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"3","Dom Short Hair",0,"2","9","Yes"
"7820","Cat","Female","Black","Brown","White","Small","Short","No","No","No","Healthy",1,0,NA,6,"2","Dom Short Hair",0,"3","6","Yes"
"7821","Cat","Male","Cream","White",NA,"Medium","Medium","Not Sure","Yes","Not Sure","Healthy",1,0,NA,1,"2","Dom Short Hair",0,"2","7","Yes"
"7822","Cat","Male","Yellow","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,100,NA,4,"4","Dom Short Hair",0,"2","3","Yes"
"7823","Cat","Male","Gray",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,5,"2","Dom Short Hair",0,"1","6","Yes"
"7824","Cat","Mixed","Black","Golden",NA,"Medium","Medium","No","No","No","Healthy",4,0,NA,0,"4","Dom Short Hair",0,"2","6","Yes"
"7825","Cat","Male","White",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,3,"1","Dom Short Hair",0,"1","6","Yes"
"7826","Cat","Male","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,4,"2","Dom Short Hair",0,"2","6","Yes"
"7827","Cat","Male","Brown",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,4,"1","Dom Short Hair",0,"1","6","Yes"
"7828","Cat","Male","Gray","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,7,"3","Dom Short Hair",0,"2","5","Yes"
"7829","Cat","Female","Black","Yellow","White","Medium","Short","No","No","No","Healthy",1,50,NA,3,"2","Dom Short Hair",0,"3","6","Yes"
"7830","Cat","Male","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,9,"2","Dom Short Hair",0,"1","5","Yes"
"7831","Cat","Female","Black",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",3,50,NA,3,"4","Dom Short Hair",1,"1","3","Yes"
"7832","Cat","Female","Golden","White",NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,4,"3","Dom Short Hair",0,"2","5","Yes"
"7833","Cat","Female","Black",NA,NA,"Small","Short","No","Yes","No","Minor Injury",1,0,NA,0,"1","Dom Short Hair",0,"1","5","Yes"
"7834","Cat","Mixed","Golden","White",NA,"Medium","Short","No","No","No","Healthy",2,30,NA,2,"4","Dom Short Hair",0,"2","6","Yes"
"7835","Cat","Male","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Dom Short Hair",1,"2","3","Yes"
"7836","Cat","Male","Gray",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,3,"1","Dom Short Hair",0,"1","5","Yes"
"7837","Cat","Female","Black","Yellow","White","Medium","Short","No","Yes","No","Healthy",3,0,NA,16,"3","Dom Short Hair",0,"3","5","Yes"
"7838","Cat","Female","Cream","Gray","White","Medium","Short","No","Yes","No","Healthy",1,0,NA,1,"3","Dom Short Hair",0,"3","5","Yes"
"7839","Cat","Mixed","Black",NA,NA,"Medium","Medium","No","No","No","Healthy",4,0,NA,3,"2","Dom Short Hair",0,"1","6","Yes"
"7840","Cat","Female","Yellow","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Dom Short Hair",1,"2","3","Yes"
"7841","Cat","Male","Brown",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"1","Egyptian Mau",0,"1","9","Yes"
"7842","Cat","Male","Black","Gray","White","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,100,NA,5,"4","Egyptian Mau",1,"3","5","Yes"
"7843","Cat","Male","Brown","Gray","White","Medium","Medium","Yes","No","Yes","Healthy",2,0,NA,5,"2","Egyptian Mau",1,"3","4","Yes"
"7844","Cat","Male","White",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,1,5,"1","Exotic Shorthair",1,"1","4","Yes"
"7845","Cat","Male","White",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",2,0,1,7,"2","Exotic Shorthair",1,"1","3","Yes"
"7846","Cat","Mixed","Black","Gray","White","Medium","Short","No","No","No","Healthy",3,0,NA,1,"1","Exotic Shorthair",0,"3","6","Yes"
"7847","Cat","Female","Brown","Yellow","Gray","Medium","Medium","No","No","No","Healthy",1,0,NA,2,"3","Exotic Shorthair",0,"3","6","Yes"
"7848","Cat","Female","Black","Gray","White","Medium","Short","Not Sure","No","Yes","Healthy",2,0,NA,3,"4","Exotic Shorthair",1,"3","6","Yes"
"7849","Cat","Mixed","Yellow","White",NA,"Small","Short","No","No","No","Healthy",4,0,NA,4,"4","Exotic Shorthair",0,"2","6","Yes"
"7850","Cat","Mixed","Black","Yellow","White","Medium","Short","No","No","No","Healthy",7,0,NA,3,"2","Extra-Toes Cat (Hemingway Polydactyl)",0,"3","6","Yes"
"7851","Cat","Male","Brown","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,50,NA,4,"1","Extra-Toes Cat (Hemingway Polydactyl)",0,"2","4","Yes"
"7852","Cat","Female","Black",NA,NA,"Medium","Medium","Yes","No","Yes","Healthy",1,0,NA,3,"4","Havana",1,"1","4","Yes"
"7853","Cat","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,2,"2","Havana",1,"1","6","Yes"
"7854","Cat","Mixed","Black","Cream","Gray","Small","Short","No","Yes","No","Healthy",3,0,NA,11,"1","Himalayan",0,"3","5","Yes"
"7855","Cat","Female","Cream",NA,NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,5,"2","Himalayan",0,"1","5","Yes"
"7856","Cat","Female","Black","Gray","White","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,13,"1","Himalayan",0,"3","9","Yes"
"7857","Cat","Female","Brown","Cream","White","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,NA,4,"4","Japanese Bobtail",10,"3","7","Yes"
"7858","Cat","Female","Black","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Japanese Bobtail",1,"2","3","Yes"
"7859","Cat","Female","Black","Golden","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,2,"2","Japanese Bobtail",2,"3","3","Yes"
"7860","Cat","Male","Brown","Gray","White","Medium","Medium","Yes","Yes","Yes","Healthy",3,0,NA,4,"4","Japanese Bobtail",1,"3","3","Yes"
"7861","Cat","Male","Brown","White",NA,"Medium","Short","Not Sure","Not Sure","No","Serious Injury",1,0,NA,3,"3","Japanese Bobtail",2,"2","8","Yes"
"7862","Cat","Female","Black","Golden","White","Medium","Medium","No","Yes","No","Healthy",1,50,NA,5,"1","Japanese Bobtail",0,"3","5","Yes"
"7863","Cat","Mixed","Black","Golden","White","Small","Short","No","Yes","No","Healthy",5,0,NA,1,"1","Javanese",0,"3","5","Yes"
"7864","Cat","Male","Cream","White",NA,"Medium","Medium","Not Sure","Yes","No","Healthy",1,0,NA,5,"1","Javanese",0,"2","6","Yes"
"7865","Cat","Male","Black","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,3,"4","Javanese",0,"2","6","Yes"
"7866","Cat","Female","Black","Golden","White","Small","Short","No","Yes","No","Minor Injury",3,0,NA,1,"1","Javanese",0,"3","5","Yes"
"7867","Cat","Male","Black","Gray","White","Small","Medium","No","No","No","Healthy",1,0,NA,3,"1","Javanese",0,"3","6","Yes"
"7868","Cat","Male","Golden",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,2,"4","Javanese",0,"1","6","Yes"
"7869","Cat","Female","Gray","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,3,"4","Javanese",1,"2","6","Yes"
"7870","Cat","Male","Golden","Cream","White","Medium","Medium","No","Yes","No","Healthy",1,100,NA,4,"2","Korat",0,"3","5","Yes"
"7871","Cat","Male","Gray","White",NA,"Medium","Short","No","Yes","Yes","Healthy",1,0,NA,2,"2","Korat",0,"2","4","Yes"
"7872","Cat","Male","Golden","Cream","White","Medium","Medium","No","Yes","No","Healthy",1,100,NA,2,"2","Korat",0,"3","5","Yes"
"7873","Cat","Male","Gray","White",NA,"Medium","Medium","No","Yes","No","Healthy",1,0,NA,5,"2","Korat",0,"2","5","Yes"
"7874","Cat","Female","Black","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"4","Korat",3,"2","4","Yes"
"7875","Cat","Female","Black","Brown","White","Medium","Long","Yes","No","Yes","Healthy",1,50,NA,3,"2","Maine Coon",8,"3","4","Yes"
"7876","Cat","Female","Black","Brown",NA,"Large","Long","Yes","Yes","No","Healthy",1,550,NA,9,"1","Maine Coon",1,"2","4","Yes"
"7877","Cat","Male","Black","White",NA,"Large","Medium","No","Yes","No","Healthy",1,50,NA,5,"3","Maine Coon",0,"2","5","Yes"
"7878","Cat","Male","Golden","Yellow",NA,"Medium","Long","Yes","Yes","No","Healthy",1,100,NA,5,"2","Maine Coon",1,"2","4","Yes"
"7879","Cat","Male","Cream",NA,NA,"Large","Long","Yes","Yes","No","Healthy",1,300,NA,3,"1","Maine Coon",1,"1","4","Yes"
"7880","Cat","Male","Black","White",NA,"Large","Medium","No","Yes","No","Healthy",1,70,NA,5,"3","Maine Coon",1,"2","5","Yes"
"7881","Cat","Mixed","Brown","Yellow",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",4,0,NA,5,"4","Maine Coon",5,"2","3","Yes"
"7882","Cat","Male","Black","White",NA,"Extra Large","Medium","No","Yes","No","Healthy",1,0,2,3,"0","Maine Coon",0,"2","5","Yes"
"7883","Cat","Male","Black","Gray","White","Large","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,NA,2,"3","Maine Coon",2,"3","9","Yes"
"7884","Cat","Female","Brown","Gray",NA,"Large","Long","No","Yes","No","Healthy",1,0,NA,1,"0","Maine Coon",2,"2","5","Yes"
"7885","Cat","Male","Black","Gray",NA,"Large","Medium","No","No","Yes","Healthy",1,10,NA,2,"1","Maine Coon",2,"2","5","Yes"
"7886","Cat","Mixed","Black","Brown","Golden","Large","Long","Yes","Yes","No","Healthy",3,300,NA,1,"1","Maine Coon",0,"3","4","Yes"
"7887","Cat","Mixed","Black","Cream","Gray","Small","Long","No","No","No","Healthy",3,0,NA,0,"4","Maine Coon",0,"3","6","Yes"
"7888","Cat","Male","Black",NA,NA,"Large","Medium","No","Yes","No","Healthy",1,150,NA,2,"4","Maine Coon",2,"1","5","Yes"
"7889","Cat","Female","Black","Brown","Yellow","Medium","Long","No","No","No","Healthy",1,100,NA,1,"2","Maine Coon",0,"3","6","Yes"
"7890","Cat","Female","Brown","Golden",NA,"Small","Medium","No","Yes","No","Healthy",1,100,NA,5,"2","Maine Coon",0,"2","5","Yes"
"7891","Cat","Female","Cream","White",NA,"Large","Long","No","No","No","Healthy",1,200,NA,1,"1","Maine Coon",0,"2","6","Yes"
"7892","Cat","Female","Black","Gray","White","Medium","Medium","No","Yes","No","Healthy",1,180,NA,1,"2","Maine Coon",0,"3","5","Yes"
"7893","Cat","Female","Black","Yellow","White","Large","Short","Yes","Yes","No","Healthy",2,0,NA,3,"4","Maine Coon",1,"3","4","Yes"
"7894","Cat","Mixed","Yellow","Gray","White","Extra Large","Long","Yes","Yes","No","Healthy",2,600,NA,11,"4","Maine Coon",2,"3","4","Yes"
"7895","Cat","Male","Black","Yellow",NA,"Large","Medium","No","Yes","No","Healthy",1,70,NA,5,"3","Maine Coon",1,"2","5","Yes"
"7896","Cat","Female","Brown","Cream","White","Medium","Long","No","No","No","Healthy",1,100,NA,1,"1","Maine Coon",0,"3","6","Yes"
"7897","Cat","Female","Brown","Cream",NA,"Large","Long","Yes","Yes","No","Healthy",1,100,NA,2,"3","Maine Coon",0,"2","4","Yes"
"7898","Cat","Female","Black","Brown","White","Large","Long","Yes","Yes","Yes","Healthy",1,0,NA,4,"3","Maine Coon",4,"3","3","Yes"
"7899","Cat","Female","Black","Brown","Gray","Medium","Long","No","No","No","Healthy",1,100,NA,4,"1","Maine Coon",1,"3","6","Yes"
"7900","Cat","Female","Black","White",NA,"Medium","Long","No","Yes","No","Healthy",1,0,NA,6,"1","Maine Coon",0,"2","5","Yes"
"7901","Cat","Female","Golden","White",NA,"Medium","Medium","No","No","No","Healthy",1,80,NA,7,"1","Maine Coon",1,"2","6","Yes"
"7902","Cat","Female","Golden","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,4,"1","Maine Coon",2,"2","3","Yes"
"7903","Cat","Female","White",NA,NA,"Medium","Long","No","No","No","Healthy",1,500,NA,4,"3","Maine Coon",0,"1","6","Yes"
"7904","Cat","Male","Yellow","Cream","White","Large","Long","Yes","Yes","No","Healthy",1,0,NA,7,"1","Maine Coon",0,"3","4","Yes"
"7905","Cat","Female","Brown","Yellow","White","Medium","Medium","Yes","Yes","No","Healthy",1,100,NA,1,"0","Maine Coon",0,"3","4","Yes"
"7906","Cat","Female","Yellow","White",NA,"Large","Medium","Yes","Yes","No","Healthy",1,200,NA,2,"2","Maine Coon",1,"2","4","Yes"
"7907","Cat","Female","Black","Brown","Yellow","Medium","Long","No","No","No","Healthy",1,0,NA,1,"2","Maine Coon",0,"3","6","Yes"
"7908","Cat","Male","Black",NA,NA,"Medium","Medium","No","No","No","Healthy",1,50,NA,2,"1","Maine Coon",0,"1","6","Yes"
"7909","Cat","Female","Brown","White",NA,"Small","Short","No","No","No","Serious Injury",1,0,NA,4,"4","Manx",0,"2","6","Yes"
"7910","Cat","Female","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,7,"3","Manx",0,"2","5","Yes"
"7911","Cat","Female","Gray",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,100,NA,4,"4","Manx",0,"1","4","Yes"
"7912","Cat","Female","Black","Gray","White","Medium","Medium","Yes","Yes","Yes","Healthy",2,0,NA,2,"3","Manx",5,"3","3","Yes"
"7913","Cat","Male","Gray",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,4,"2","Manx",0,"1","4","Yes"
"7914","Cat","Male","Black","Brown","Golden","Medium","Short","No","Yes","No","Healthy",1,0,NA,4,"2","Manx",0,"3","5","Yes"
"7915","Cat","Mixed","Black","Brown","White","Medium","Short","No","No","No","Healthy",4,0,NA,4,"1","Manx",0,"3","6","Yes"
"7916","Cat","Female","Black","Brown","White","Medium","Short","No","No","No","Healthy",1,0,NA,1,"2","Manx",0,"3","6","Yes"
"7917","Cat","Female","Black",NA,NA,"Medium","Long","Yes","Yes","No","Healthy",1,10,NA,3,"4","Nebelung",1,"1","4","Yes"
"7918","Cat","Female","Black",NA,NA,"Medium","Long","Yes","Yes","No","Healthy",1,500,NA,5,"4","Nebelung",1,"1","4","Yes"
"7919","Cat","Mixed","Black","Gray","White","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",3,0,NA,2,"4","Nebelung",0,"3","9","Yes"
"7920","Cat","Female","Cream","Gray","White","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"1","Norwegian Forest Cat",0,"3","8","Yes"
"7921","Cat","Female","Gray","White",NA,"Small","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,1,NA,3,"1","Norwegian Forest Cat",0,"2","9","Yes"
"7922","Cat","Male","Black","Brown",NA,"Extra Large","Long","Yes","Yes","Yes","Healthy",2,200,NA,3,"3","Norwegian Forest Cat",3,"2","3","Yes"
"7923","Cat","Female","Brown","Golden",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,2,"1","Norwegian Forest Cat",7,"2","3","Yes"
"7924","Cat","Male","White",NA,NA,"Large","Long","Yes","Not Sure","Not Sure","Healthy",1,0,NA,2,"1","Norwegian Forest Cat",8,"1","7","Yes"
"7925","Cat","Female","Gray",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"2","Ocicat",0,"1","3","Yes"
"7926","Cat","Female","Black","Gray",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"1","Ocicat",0,"2","3","Yes"
"7927","Cat","Male","Black","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"2","Orient Long Hair",0,"2","4","Yes"
"7928","Cat","Female","Gray","White",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"1","Orient Long Hair",0,"2","9","Yes"
"7929","Cat","Male","Black","Brown","White","Medium","Medium","No","No","No","Minor Injury",1,0,NA,3,"0","Orient Long Hair",0,"3","6","Yes"
"7930","Cat","Male","Black","Golden",NA,"Medium","Medium","No","Yes","No","Healthy",2,0,NA,1,"4","Orient Long Hair",0,"2","5","Yes"
"7931","Cat","Mixed","Black","Yellow",NA,"Small","Long","No","No","No","Healthy",4,0,NA,4,"0","Orient Long Hair",0,"2","6","Yes"
"7932","Cat","Female","Black","Brown","Cream","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,3,"1","Orient Long Hair",0,"3","9","Yes"
"7933","Cat","Female","Black","Brown","Gray","Medium","Medium","No","No","No","Healthy",1,0,NA,3,"1","Orient Long Hair",0,"3","6","Yes"
"7934","Cat","Female","Black","Gray","White","Large","Long","Yes","Yes","No","Minor Injury",1,0,NA,1,"1","Orient Long Hair",3,"3","4","Yes"
"7935","Cat","Mixed","Black","Cream","White","Medium","Medium","No","No","Not Sure","Healthy",20,100,NA,1,"4","Orient Long Hair",2,"3","7","Yes"
"7936","Cat","Female","Yellow","Gray","White","Large","Long","Yes","Yes","No","Healthy",1,500,NA,3,"0","Orient Long Hair",1,"3","4","Yes"
"7937","Cat","Female","Cream","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Orient Long Hair",0,"2","4","Yes"
"7938","Cat","Male","Brown","Yellow","White","Small","Medium","No","Not Sure","No","Healthy",2,0,NA,2,"4","Orient Long Hair",0,"3","7","Yes"
"7939","Cat","Male","Black",NA,NA,"Large","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,5,"4","Orient Long Hair",2,"1","8","Yes"
"7940","Cat","Female","Black","Brown","Cream","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,11,"1","Orient Long Hair",0,"3","9","Yes"
"7941","Cat","Mixed","Black","Gray","White","Medium","Medium","Yes","Yes","Not Sure","Healthy",3,0,NA,6,"3","Orient Long Hair",0,"3","5","Yes"
"7942","Cat","Female","Yellow","White",NA,"Medium","Medium","Yes","Not Sure","No","Healthy",1,0,NA,3,"1","Orient Long Hair",1,"2","6","Yes"
"7943","Cat","Male","Black","Gray",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Orient Long Hair",0,"2","4","Yes"
"7944","Cat","Female","Yellow","White",NA,"Small","Short","No","No","No","Healthy",1,0,NA,3,"1","Orient Short Hair",0,"2","6","Yes"
"7945","Cat","Male","Black","Golden","Gray","Medium","Short","No","Yes","No","Healthy",1,8,NA,10,"3","Orient Short Hair",0,"3","5","Yes"
"7946","Cat","Female","Brown",NA,NA,"Small","Short","Yes","Yes","Yes","Healthy",1,200,NA,4,"4","Orient Short Hair",0,"1","3","Yes"
"7947","Cat","Female","Black","Gray","White","Small","Short","No","Yes","Not Sure","Healthy",1,50,NA,2,"4","Orient Short Hair",0,"3","6","Yes"
"7948","Cat","Male","Black","Gray",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,4,"1","Orient Short Hair",0,"2","6","Yes"
"7949","Cat","Female","Brown","Cream","White","Medium","Short","Yes","Yes","Yes","Healthy",1,50,NA,4,"4","Orient Short Hair",1,"3","3","Yes"
"7950","Cat","Female","Black",NA,NA,"Medium","Medium","No","No","No","Healthy",1,50,NA,5,"4","Orient Short Hair",0,"1","6","Yes"
"7951","Cat","Female","Gray","White",NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"2","Orient Short Hair",0,"2","4","Yes"
"7952","Cat","Mixed","Black","Golden","White","Small","Short","No","No","No","Healthy",3,0,NA,1,"3","Orient Short Hair",0,"3","6","Yes"
"7953","Cat","Male","White",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"2","Orient Short Hair",0,"1","4","Yes"
"7954","Cat","Female","Brown","White",NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"2","Orient Short Hair",0,"2","9","Yes"
"7955","Cat","Female","Black","White",NA,"Large","Medium","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Orient Short Hair",3,"2","3","Yes"
"7956","Cat","Female","Golden","Gray","White","Small","Short","No","No","No","Healthy",1,0,NA,2,"4","Orient Short Hair",0,"3","6","Yes"
