"","Gender","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","ColorName1","ColorName2","ColorName3","height_low_inches","height_high_inches","weight_low_lbs","weight_high_lbs","avg_weight","size","hypoallergenic"
"3655","1","2","1","1","1","2","1",1,0,1,8,"1","Mixed Breed",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3656","1","2","1","1","1","2","1",1,0,0,3,"1","Mixed Breed",2,"2","4","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3657","2","1","1","1","1","1","2",1,0,0,4,"1","Mixed Breed",2,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658","2","2","1","2","1","2","2",1,0,0,7,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3659","2","2","1","2","1","2","1",1,0,0,4,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660","2","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3661","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3662","3","2","1","2","2","2","1",4,0,0,8,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3663","2","2","3","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3664","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3665","3","2","1","2","2","2","1",4,0,0,2,"1","Mixed Breed",0,"3","6","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"3666","3","2","1","2","2","2","1",4,0,0,5,"1","Mixed Breed",0,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667","1","3","1","3","3","2","1",1,0,0,2,"1","Mixed Breed",3,"2","8","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"3668","2","2","2","1","3","1","1",1,0,0,3,"1","Mixed Breed",1,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3669","2","1","1","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3670","2","2","2","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3671","2","2","2","2","2","3","1",4,0,0,5,"1","Mixed Breed",0,"3","7","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,NA
"3672","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3673","2","2","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3675","1","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3676","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3677","2","1","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",1,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3678","2","2","1","1","1","1","1",1,0,0,9,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3680","2","1","1","3","3","3","2",1,0,0,2,"1","Mixed Breed",1,"3","9","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"3681","1","2","2","3","3","3","1",2,0,0,4,"1","Mixed Breed",2,"3","9","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,NA
"3682","2","2","3","1","1","1","1",1,0,0,7,"1","Mixed Breed",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3683","1","2","1","1","1","2","1",1,0,0,3,"1","Mixed Breed",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3684","2","2","1","3","3","2","1",1,0,0,4,"1","Mixed Breed",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3685","2","2","1","1","1","1","1",1,0,0,4,"1","Mixed Breed",6,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3686","2","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",0,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687","2","2","2","1","1","1","1",1,0,0,2,"1","Mixed Breed",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688","1","2","2","2","2","2","1",3,0,0,4,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3689","1","1","2","2","2","1","1",1,0,0,2,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","2","2","1","2","1","2","1",1,0,0,6,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691","1","2","2","2","2","2","1",1,0,0,5,"1","Mixed Breed",0,"1","6","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692","2","2","2","1","1","1","1",1,0,0,2,"1","Mixed Breed",7,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3693","3","2","1","2","1","1","1",5,0,0,5,"1","Mixed Breed",0,"2","4","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"3694","2","2","1","3","3","2","1",1,0,0,7,"1","Mixed Breed",0,"3","8","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3695","2","2","1","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3696","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3697","2","2","2","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3699","1","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3700","1","2","1","2","1","2","1",1,0,0,5,"1","Mixed Breed",0,"2","5","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3701","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702","2","3","1","1","1","1","1",1,50,0,6,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3703","1","2","1","2","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","5","Yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3705","1","2","2","2","2","2","1",1,20,0,1,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3706","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707","2","2","2","1","1","2","1",4,0,0,8,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3708","1","3","1","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3709","3","2","2","1","1","1","1",3,0,0,5,"1","Mixed Breed",0,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3710","1","2","2","1","1","3","1",1,0,0,1,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711","1","2","1","1","1","1","1",1,0,0,24,"1","Mixed Breed",1,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3712","2","2","1","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","2","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3715","2","2","2","2","2","2","1",1,0,0,4,"1","Mixed Breed",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716","3","3","1","3","3","3","1",4,0,0,2,"1","Mixed Breed",6,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717","1","2","1","3","3","2","1",1,0,0,1,"1","Mixed Breed",0,"3","8","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3718","2","2","2","1","1","2","1",1,0,0,7,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3719","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3720","2","3","2","1","1","2","1",1,0,0,5,"1","Mixed Breed",2,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3721","2","2","1","1","1","1","1",1,0,0,2,"1","Mixed Breed",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722","3","2","2","2","2","3","1",8,0,0,9,"1","Mixed Breed",0,"3","7","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3723","1","2","2","1","1","2","1",1,0,0,8,"1","Mixed Breed",2,"1","4","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724","2","2","1","2","1","2","2",1,0,0,1,"1","Mixed Breed",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3725","3","2","2","1","1","1","1",3,0,0,5,"1","Mixed Breed",0,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3726","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3727","2","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3728","2","2","2","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730","2","2","1","2","2","2","1",2,0,0,3,"1","Mixed Breed",0,"2","6","Black","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"3731","1","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",1,"1","6","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732","2","1","2","1","1","2","1",1,0,0,5,"1","Mixed Breed",1,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3733","2","2","2","1","1","2","1",1,0,0,5,"1","Mixed Breed",0,"3","4","Black","Gray","White",NA,NA,NA,NA,NA,NA,NA
"3734","1","2","3","1","1","1","1",1,0,0,4,"1","Mixed Breed",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3735","3","2","1","2","2","2","1",7,0,0,3,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3736","2","2","2","2","2","2","1",6,0,0,6,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3737","1","2","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Black","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3738","1","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3739","2","2","2","3","1","3","1",1,0,0,1,"1","Mixed Breed",0,"2","7","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3740","2","2","2","2","2","2","1",10,0,0,1,"1","Mixed Breed",4,"3","6","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,NA
"3741","1","2","1","2","2","1","1",1,0,0,1,"1","Mixed Breed",2,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3742","2","2","2","2","1","2","1",1,0,0,5,"1","Mixed Breed",0,"1","5","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3743","2","2","2","1","1","2","1",4,0,0,4,"1","Mixed Breed",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3744","2","2","2","1","1","2","1",1,0,0,9,"1","Mixed Breed",0,"1","4","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3745","2","2","2","2","2","2","1",2,0,0,9,"1","Mixed Breed",0,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3746","2","2","1","2","1","2","1",1,0,0,4,"1","Mixed Breed",0,"3","5","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,NA
"3747","2","2","1","1","1","2","1",1,0,0,6,"1","Mixed Breed",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3748","2","2","2","3","3","3","2",1,0,1,5,"1","Mixed Breed",4,"3","9","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3749","1","2","2","2","2","3","1",2,1,0,1,"1","Mixed Breed",5,"1","7","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3750","3","2","2","3","3","3","1",4,0,0,5,"1","Mixed Breed",1,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3751","2","2","2","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3752","1","2","1","1","1","3","1",1,0,0,1,"1","Mixed Breed",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3753","3","2","2","3","3","3","1",4,0,0,3,"1","Mixed Breed",1,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3754","2","2","1","1","1","1","1",1,0,0,5,"1","Mixed Breed",1,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3755","1","2","1","2","1","2","1",1,80,0,3,"1","Mixed Breed",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3756","2","2","1","1","1","2","1",1,0,0,8,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3757","2","1","1","2","2","2","1",1,0,0,1,"1","Mixed Breed",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758","1","2","1","2","1","2","1",1,0,0,3,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3759","2","2","1","2","2","2","1",1,0,0,5,"1","Mixed Breed",0,"1","6","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3760","2","2","1","2","3","2","1",1,0,0,10,"1","Mixed Breed",0,"2","7","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3761","3","2","1","2","2","2","1",11,0,0,5,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3762","1","2","1","1","3","2","1",1,299,0,15,"1","Mixed Breed",0,"2","6","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"3763","1","2","2","3","3","2","1",1,0,0,2,"1","Mixed Breed",0,"1","8","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764","2","2","1","1","1","2","1",1,150,0,1,"1","Mixed Breed",0,"2","4","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"3765","3","2","1","2","2","2","1",3,80,0,13,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3766","2","2","2","2","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3767","2","2","2","2","2","2","1",1,20,0,1,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3768","2","2","1","1","1","1","1",1,0,0,7,"1","Mixed Breed",1,"2","3","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3769","3","2","2","3","1","3","1",4,50,0,5,"1","Mixed Breed",0,"3","7","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3770","2","2","1","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","4","Black","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"3771","3","2","1","3","3","3","2",3,0,0,1,"1","Mixed Breed",1,"3","9","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3772","2","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773","2","2","2","1","1","3","1",1,0,0,3,"1","Mixed Breed",1,"1","5","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3774","2","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3775","1","2","2","1","1","1","2",1,0,0,2,"1","Mixed Breed",4,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3776","2","2","1","2","2","2","1",1,0,1,5,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3777","2","2","1","1","1","1","1",1,0,0,8,"1","Mixed Breed",0,"2","3","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3778","3","2","1","2","2","2","1",2,200,0,2,"1","Mixed Breed",0,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3779","2","2","1","1","1","2","1",1,0,0,9,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3780","2","2","1","2","2","2","2",1,100,0,3,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3781","2","2","2","1","1","1","1",1,0,0,10,"1","Mixed Breed",2,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3782","1","2","1","1","1","2","1",1,0,0,8,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","1","2","1","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3784","3","2","1","1","1","1","1",2,0,0,1,"1","Mixed Breed",2,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785","2","1","2","1","1","1","1",1,100,0,3,"1","Mixed Breed",2,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3786","2","2","1","1","1","1","1",1,0,0,11,"1","Mixed Breed",1,"3","3","Brown","Cream","White",NA,NA,NA,NA,NA,NA,NA
"3787","2","1","2","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"3788","2","2","1","2","2","2","1",1,0,0,3,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3789","1","2","2","1","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3790","2","2","1","3","3","1","1",1,0,0,1,"1","Mixed Breed",1,"2","7","Black","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"3791","2","2","1","3","3","2","1",1,0,0,3,"1","Mixed Breed",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3792","2","2","2","1","1","2","1",1,0,0,3,"1","Mixed Breed",1,"2","4","Yellow","White",NA,NA,NA,NA,NA,NA,NA,NA
"3793","2","3","1","2","2","2","1",1,0,0,5,"0","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3794","2","2","2","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795","2","2","1","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3796","2","2","1","1","1","1","1",1,300,0,2,"1","Mixed Breed",2,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","1","2","2","3","3","3","1",1,0,0,3,"1","Mixed Breed",1,"2","9","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"3798","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",1,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3799","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3800","1","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3801","1","2","1","3","3","2","1",1,0,0,3,"1","Mixed Breed",0,"1","8","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802","2","2","2","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3803","2","2","2","2","1","2","1",1,0,0,4,"1","Mixed Breed",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3804","2","2","2","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3805","1","2","1","1","1","2","1",1,80,0,2,"1","Mixed Breed",3,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806","3","2","1","2","2","2","1",7,0,3,5,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3807","2","1","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",1,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3808","3","2","1","3","3","3","1",2,0,0,1,"1","Mixed Breed",0,"2","9","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3809","1","2","1","2","2","2","1",1,0,0,3,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3810","2","2","1","2","2","2","1",1,20,0,1,"1","Mixed Breed",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3811","3","2","1","1","1","1","1",5,0,0,7,"1","Mixed Breed",1,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3812","2","2","2","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","5","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3813","2","3","2","3","3","3","1",1,0,0,5,"1","Mixed Breed",5,"2","9","Golden","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"3814","2","2","1","1","1","1","1",1,0,0,3,"1","Mixed Breed",0,"2","3","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
"3815","3","2","1","2","2","2","1",9,0,0,3,"1","Mixed Breed",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,NA
"3816","2","2","1","1","1","1","1",1,0,0,6,"1","Mixed Breed",0,"1","3","Golden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817","2","1","2","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3818","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819","2","1","2","2","2","2","1",1,0,0,5,"1","Mixed Breed",0,"2","6","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"3820","2","2","2","2","2","2","1",1,0,0,5,"1","Mixed Breed",0,"1","6","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821","1","3","1","3","3","3","1",4,0,0,4,"1","Mixed Breed",3,"3","9","Black","Golden","White",NA,NA,NA,NA,NA,NA,NA
"3822","1","2","2","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823","2","2","2","1","1","2","1",1,0,1,3,"1","Mixed Breed",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,NA
"3824","1","2","1","1","1","1","1",1,0,0,1,"1","Mixed Breed",0,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3825","2","2","2","2","1","2","1",1,0,0,1,"1","Mixed Breed",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3826","1","2","1","3","3","2","1",1,0,0,2,"1","Mixed Breed",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3827","1","2","1","2","2","2","1",1,0,0,2,"1","Mixed Breed",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3828","2","2","1","3","3","3","1",1,0,0,6,"1","Mixed Breed",0,"2","9","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3829","1","2","2","3","3","3","1",1,0,0,4,"1","Mixed Breed",0,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","2","2","2","1","1","2","1",1,0,0,7,"1","Mixed Breed",0,"2","4","Black","Golden",NA,NA,NA,NA,NA,NA,NA,NA
"3831","2","1","2","3","3","3","1",1,10,0,5,"1","Mixed Breed",3,"2","9","Brown","Yellow",NA,NA,NA,NA,NA,NA,NA,NA
"3832","2","3","1","2","1","2","1",1,0,0,20,"1","Mixed Breed",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,NA
"3833","2","1","2","3","3","3","1",1,0,0,2,"1","Mixed Breed",2,"2","9","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,NA
"3834","1","2","1","2","1","2","1",1,0,0,3,"1","Mixed Breed",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","1","2","1","1","1","2","1",1,0,0,2,"1","Mixed Breed",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3836","2","2","1","1","1","2","1",1,0,0,1,"1","Mixed Breed",0,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3837","3","2","1","2","2","2","1",3,0,0,7,"1","Mixed Breed",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,NA
"3838","1","2","1","2","2","3","1",4,0,0,5,"1","Mixed Breed",0,"1","7","Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3839","3","1","2","2","2","2","1",2,0,0,0,"1","Mixed Breed",0,"2","6","Cream","White",NA,NA,NA,NA,NA,NA,NA,NA
