"","Type","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds","purebreed","euth_risk"
"7897","Cat","Female","Brown","Large","Long","Yes","Yes","No","Healthy",1,100,2,"3",0,"2","4","Yes","Medium"
"7898","Cat","Female","Black","Large","Long","Yes","Yes","Yes","Healthy",1,0,4,"3",4,"3","3","Yes","Medium"
"7899","Cat","Female","Black","Medium","Long","No","No","No","Healthy",1,100,4,"1",1,"3","6","Yes","Low"
"7900","Cat","Female","Black","Medium","Long","No","Yes","No","Healthy",1,0,6,"1",0,"2","5","Yes","Low"
"7901","Cat","Female","Golden","Medium","Medium","No","No","No","Healthy",1,80,7,"1",1,"2","6","Yes","Low"
"7902","Cat","Female","Golden","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"1",2,"2","3","Yes","Low"
"7903","Cat","Female","White","Medium","Long","No","No","No","Healthy",1,500,4,"3",0,"1","6","Yes","Medium"
"7904","Cat","Male","Yellow","Large","Long","Yes","Yes","No","Healthy",1,0,7,"1",0,"3","4","Yes","Low"
"7905","Cat","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,100,1,"0",0,"3","4","Yes","Low"
"7906","Cat","Female","Yellow","Large","Medium","Yes","Yes","No","Healthy",1,200,2,"2",1,"2","4","Yes","Medium"
"7907","Cat","Female","Black","Medium","Long","No","No","No","Healthy",1,0,1,"2",0,"3","6","Yes","Medium"
"7908","Cat","Male","Black","Medium","Medium","No","No","No","Healthy",1,50,2,"1",0,"1","6","Yes","Low"
"7909","Cat","Female","Brown","Small","Short","No","No","No","Serious Injury",1,0,4,"4",0,"2","6","Yes","High"
"7910","Cat","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,7,"3",0,"2","5","Yes","Medium"
"7911","Cat","Female","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,100,4,"4",0,"1","4","Yes","High"
"7912","Cat","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",2,0,2,"3",5,"3","3","Yes","Medium"
"7913","Cat","Male","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"2",0,"1","4","Yes","Medium"
"7914","Cat","Male","Black","Medium","Short","No","Yes","No","Healthy",1,0,4,"2",0,"3","5","Yes","Medium"
"7915","Cat","Mixed","Black","Medium","Short","No","No","No","Healthy",4,0,4,"1",0,"3","6","Yes","Low"
"7916","Cat","Female","Black","Medium","Short","No","No","No","Healthy",1,0,1,"2",0,"3","6","Yes","Medium"
"7917","Cat","Female","Black","Medium","Long","Yes","Yes","No","Healthy",1,10,3,"4",1,"1","4","Yes","High"
"7918","Cat","Female","Black","Medium","Long","Yes","Yes","No","Healthy",1,500,5,"4",1,"1","4","Yes","High"
"7919","Cat","Mixed","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",3,0,2,"4",0,"3","9","Yes","High"
"7920","Cat","Female","Cream","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,1,"1",0,"3","8","Yes","Low"
"7921","Cat","Female","Gray","Small","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,1,3,"1",0,"2","9","Yes","Low"
"7922","Cat","Male","Black","Extra Large","Long","Yes","Yes","Yes","Healthy",2,200,3,"3",3,"2","3","Yes","Medium"
"7923","Cat","Female","Brown","Medium","Long","Yes","Yes","Yes","Healthy",1,0,2,"1",7,"2","3","Yes","Low"
"7924","Cat","Male","White","Large","Long","Yes","Not Sure","Not Sure","Healthy",1,0,2,"1",8,"1","7","Yes","Low"
"7925","Cat","Female","Gray","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"2",0,"1","3","Yes","Medium"
"7926","Cat","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"1",0,"2","3","Yes","Low"
"7927","Cat","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"2",0,"2","4","Yes","Medium"
"7928","Cat","Female","Gray","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",0,"2","9","Yes","Low"
"7929","Cat","Male","Black","Medium","Medium","No","No","No","Minor Injury",1,0,3,"0",0,"3","6","Yes","Low"
"7930","Cat","Male","Black","Medium","Medium","No","Yes","No","Healthy",2,0,1,"4",0,"2","5","Yes","High"
"7931","Cat","Mixed","Black","Small","Long","No","No","No","Healthy",4,0,4,"0",0,"2","6","Yes","Low"
"7932","Cat","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",0,"3","9","Yes","Low"
"7933","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,3,"1",0,"3","6","Yes","Low"
"7934","Cat","Female","Black","Large","Long","Yes","Yes","No","Minor Injury",1,0,1,"1",3,"3","4","Yes","Low"
"7935","Cat","Mixed","Black","Medium","Medium","No","No","Not Sure","Healthy",20,100,1,"4",2,"3","7","Yes","High"
"7936","Cat","Female","Yellow","Large","Long","Yes","Yes","No","Healthy",1,500,3,"0",1,"3","4","Yes","Low"
"7937","Cat","Female","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"1",0,"2","4","Yes","Low"
"7938","Cat","Male","Brown","Small","Medium","No","Not Sure","No","Healthy",2,0,2,"4",0,"3","7","Yes","High"
"7939","Cat","Male","Black","Large","Long","Not Sure","Not Sure","No","Healthy",1,0,5,"4",2,"1","8","Yes","High"
"7940","Cat","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,11,"1",0,"3","9","Yes","Low"
"7941","Cat","Mixed","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",3,0,6,"3",0,"3","5","Yes","Medium"
"7942","Cat","Female","Yellow","Medium","Medium","Yes","Not Sure","No","Healthy",1,0,3,"1",1,"2","6","Yes","Low"
"7943","Cat","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"1",0,"2","4","Yes","Low"
"7944","Cat","Female","Yellow","Small","Short","No","No","No","Healthy",1,0,3,"1",0,"2","6","Yes","Low"
"7945","Cat","Male","Black","Medium","Short","No","Yes","No","Healthy",1,8,10,"3",0,"3","5","Yes","Medium"
"7946","Cat","Female","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,200,4,"4",0,"1","3","Yes","High"
"7947","Cat","Female","Black","Small","Short","No","Yes","Not Sure","Healthy",1,50,2,"4",0,"3","6","Yes","High"
"7948","Cat","Male","Black","Medium","Short","No","No","No","Healthy",1,0,4,"1",0,"2","6","Yes","Low"
"7949","Cat","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,50,4,"4",1,"3","3","Yes","High"
"7950","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",1,50,5,"4",0,"1","6","Yes","High"
"7951","Cat","Female","Gray","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"2",0,"2","4","Yes","Medium"
"7952","Cat","Mixed","Black","Small","Short","No","No","No","Healthy",3,0,1,"3",0,"3","6","Yes","Medium"
"7953","Cat","Male","White","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"2",0,"1","4","Yes","Medium"
"7954","Cat","Female","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",0,"2","9","Yes","Medium"
"7955","Cat","Female","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,5,"4",3,"2","3","Yes","High"
"7956","Cat","Female","Golden","Small","Short","No","No","No","Healthy",1,0,2,"4",0,"3","6","Yes","High"
"7957","Cat","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,6,"2",0,"2","3","Yes","Medium"
"7958","Cat","Male","Gray","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"1",0,"2","4","Yes","Low"
"7959","Cat","Female","Yellow","Medium","Medium","No","Yes","No","Healthy",1,0,8,"4",0,"1","5","Yes","High"
"7960","Cat","Male","Gray","Large","Short","Yes","Yes","Yes","Healthy",1,0,5,"4",7,"2","3","Yes","High"
"7961","Cat","Mixed","Black","Small","Short","No","No","No","Healthy",3,0,4,"3",0,"3","6","Yes","Medium"
"7962","Cat","Female","Black","Small","Short","No","No","No","Healthy",1,30,1,"4",0,"2","6","Yes","High"
"7963","Cat","Mixed","Brown","Small","Short","No","Yes","No","Healthy",6,0,2,"2",0,"3","5","Yes","Medium"
"7964","Cat","Mixed","Black","Small","Medium","No","Yes","No","Healthy",2,0,4,"1",0,"2","5","Yes","Low"
"7965","Cat","Male","Brown","Small","Short","No","No","No","Healthy",1,0,4,"1",0,"3","6","Yes","Low"
"7966","Cat","Male","Black","Medium","Short","No","No","No","Healthy",1,0,1,"1",0,"1","6","Yes","Low"
"7967","Cat","Female","White","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",0,"1","9","Yes","Low"
"7968","Cat","Female","Cream","Medium","Medium","No","No","No","Healthy",1,0,4,"3",0,"1","6","Yes","Medium"
"7969","Cat","Mixed","Black","Medium","Short","No","No","No","Healthy",2,0,1,"1",0,"3","6","Yes","Low"
"7970","Cat","Mixed","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",3,0,2,"4",0,"3","9","Yes","High"
"7971","Cat","Male","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"3",0,"2","3","Yes","Medium"
"7972","Cat","Male","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"4",0,"2","9","Yes","High"
"7973","Cat","Male","Cream","Small","Short","No","No","No","Healthy",1,0,1,"4",0,"1","6","Yes","High"
"7974","Cat","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"1",1,"1","3","Yes","Low"
"7975","Cat","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",4,"2","3","Yes","High"
"7976","Cat","Mixed","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",4,0,2,"1",1,"3","9","Yes","Low"
"7977","Cat","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,4,"1",0,"3","6","Yes","Low"
"7978","Cat","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"4",1,"3","4","Yes","High"
"7979","Cat","Female","Black","Small","Medium","No","Yes","No","Minor Injury",1,0,1,"2",0,"1","5","Yes","Medium"
"7980","Cat","Mixed","Black","Small","Short","No","No","No","Healthy",4,0,3,"4",0,"3","6","Yes","High"
"7981","Cat","Female","Gray","Medium","Short","No","No","No","Healthy",1,0,1,"2",0,"2","6","Yes","Medium"
"7982","Cat","Male","Golden","Small","Short","No","No","No","Healthy",1,0,1,"2",0,"2","6","Yes","Medium"
"7983","Cat","Male","Black","Medium","Short","No","No","No","Healthy",1,0,0,"4",0,"1","6","Yes","High"
"7984","Cat","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,250,3,"3",1,"3","4","Yes","Medium"
"7985","Cat","Male","Cream","Small","Short","No","No","No","Healthy",1,0,1,"4",0,"1","6","Yes","High"
"7986","Cat","Female","Black","Medium","Medium","No","Yes","Not Sure","Healthy",1,50,3,"4",0,"3","6","Yes","High"
"7987","Cat","Female","Gray","Small","Short","No","No","No","Healthy",1,0,3,"4",0,"1","6","Yes","High"
"7988","Cat","Mixed","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",5,0,4,"4",0,"2","9","Yes","High"
"7989","Cat","Male","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",0,"2","9","Yes","Low"
"7990","Cat","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,8,"3",0,"3","4","Yes","Medium"
"7991","Cat","Male","Black","Medium","Short","No","No","No","Healthy",1,0,3,"1",0,"2","6","Yes","Low"
"7992","Cat","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,0,"4",4,"3","3","Yes","High"
"7993","Cat","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,3,"4",0,"2","6","Yes","High"
"7994","Cat","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"2",0,"2","3","Yes","Medium"
"7995","Cat","Male","Golden","Medium","Short","No","Yes","No","Healthy",4,0,1,"3",0,"2","5","Yes","Medium"
"7996","Cat","Male","Cream","Medium","Short","Not Sure","Yes","Yes","Healthy",1,10,5,"2",1,"2","5","Yes","Medium"
"7997","Cat","Female","Yellow","Medium","Medium","No","Yes","Yes","Healthy",1,0,3,"4",1,"2","4","Yes","High"
"7998","Cat","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,9,"3",0,"2","3","Yes","Medium"
"7999","Cat","Male","Black","Medium","Short","Yes","Yes","Not Sure","Minor Injury",1,0,3,"4",2,"3","5","Yes","High"
"8000","Cat","Female","Black","Large","Short","No","No","No","Healthy",1,0,2,"1",1,"2","6","Yes","Low"
"8001","Cat","Male","Cream","Medium","Medium","No","No","No","Healthy",1,0,3,"1",0,"3","6","Yes","Low"
"8002","Cat","Mixed","Black","Medium","Short","Yes","Yes","Yes","Healthy",2,0,2,"4",2,"2","3","Yes","High"
"8003","Cat","Female","White","Medium","Short","Yes","Yes","No","Minor Injury",1,1,2,"4",2,"1","4","Yes","High"
"8004","Cat","Male","Black","Large","Medium","No","No","No","Healthy",1,0,3,"1",1,"2","6","Yes","Low"
"8005","Cat","Female","Yellow","Medium","Medium","Not Sure","No","Not Sure","Healthy",1,1,3,"4",1,"2","8","Yes","High"
"8006","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",1,0,8,"2",1,"3","6","Yes","Medium"
"8007","Cat","Female","Gray","Large","Medium","Yes","Yes","Yes","Healthy",1,0,5,"2",1,"2","3","Yes","Medium"
"8008","Cat","Male","Brown","Small","Medium","No","No","No","Healthy",1,0,9,"2",0,"2","6","Yes","Medium"
"8009","Cat","Female","Gray","Small","Medium","No","No","No","Healthy",1,0,2,"4",0,"1","6","Yes","High"
"8010","Cat","Mixed","Black","Medium","Medium","No","No","No","Healthy",4,0,5,"4",3,"3","6","Yes","High"
"8011","Cat","Female","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",1,"3","3","Yes","High"
"8012","Cat","Male","Golden","Medium","Short","Yes","Yes","No","Healthy",1,50,5,"4",1,"2","4","Yes","High"
"8013","Cat","Male","Yellow","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"1",0,"2","4","Yes","Low"
"8014","Cat","Mixed","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",4,0,4,"4",0,"3","9","Yes","High"
"8015","Cat","Mixed","Brown","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",4,0,7,"4",0,"2","9","Yes","High"
"8016","Cat","Male","Black","Medium","Short","No","No","No","Healthy",4,0,8,"2",0,"3","6","Yes","Medium"
"8017","Cat","Female","Brown","Small","Short","No","Yes","No","Minor Injury",1,0,1,"2",0,"3","5","Yes","Medium"
"8018","Cat","Female","Black","Small","Short","No","No","No","Healthy",1,0,1,"4",0,"2","6","Yes","High"
"8019","Cat","Female","Golden","Medium","Short","No","Yes","Yes","Healthy",1,0,3,"3",2,"3","4","Yes","Medium"
"8020","Cat","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",2,0,4,"3",0,"3","3","Yes","Medium"
"8021","Cat","Male","Cream","Large","Short","No","Yes","No","Healthy",2,100,8,"1",0,"2","5","Yes","Low"
"8022","Cat","Male","Golden","Medium","Medium","Yes","Yes","No","Healthy",1,0,17,"3",0,"2","4","Yes","Medium"
"8023","Cat","Mixed","Black","Small","Medium","No","Yes","No","Healthy",4,0,3,"3",2,"3","5","Yes","Medium"
"8024","Cat","Male","Golden","Large","Medium","Yes","Yes","Yes","Healthy",1,0,3,"2",3,"1","3","Yes","Medium"
"8025","Cat","Male","Golden","Medium","Medium","No","No","No","Healthy",1,0,11,"1",0,"1","6","Yes","Low"
"8026","Cat","Female","Black","Large","Long","Yes","Yes","No","Healthy",1,0,3,"1",2,"2","4","Yes","Low"
"8027","Cat","Male","Golden","Medium","Medium","Yes","Yes","No","Healthy",1,0,0,"4",5,"1","4","Yes","High"
"8028","Cat","Male","Black","Large","Long","No","Yes","No","Healthy",1,0,2,"1",1,"2","5","Yes","Low"
"8029","Cat","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"1",1,"2","4","Yes","Low"
"8030","Cat","Female","Black","Medium","Long","No","Yes","No","Healthy",1,100,5,"1",0,"3","5","Yes","Low"
"8031","Cat","Male","Black","Medium","Long","Yes","Yes","No","Healthy",1,0,1,"1",2,"3","4","Yes","Low"
"8032","Cat","Male","Yellow","Small","Medium","No","Yes","No","Healthy",3,100,0,"4",0,"1","5","Yes","High"
"8033","Cat","Male","Brown","Small","Medium","No","No","No","Healthy",1,200,1,"1",0,"2","6","Yes","Low"
"8034","Cat","Mixed","Black","Large","Medium","No","No","No","Healthy",2,50,2,"2",0,"2","6","Yes","Medium"
"8035","Cat","Male","Black","Large","Long","No","No","No","Healthy",1,50,3,"2",0,"2","6","Yes","Medium"
"8036","Cat","Female","Gray","Large","Long","No","No","No","Healthy",2,0,7,"1",0,"2","6","Yes","Low"
"8037","Cat","Male","Yellow","Medium","Medium","No","Yes","Not Sure","Healthy",1,0,1,"3",1,"2","6","Yes","Medium"
"8038","Cat","Female","Black","Medium","Long","No","Yes","No","Healthy",1,550,5,"2",0,"3","5","Yes","Medium"
"8039","Cat","Female","Gray","Large","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"0",1,"2","9","Yes","Low"
"8040","Cat","Female","Black","Small","Medium","No","No","No","Healthy",1,100,3,"1",0,"2","6","Yes","Low"
"8041","Cat","Female","Brown","Medium","Long","Yes","Yes","Yes","Healthy",1,0,4,"1",6,"1","3","Yes","Low"
"8042","Cat","Mixed","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",2,150,24,"4",0,"2","3","Yes","High"
"8043","Cat","Male","Golden","Large","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",0,"2","9","Yes","Low"
"8044","Cat","Male","White","Medium","Long","No","No","No","Healthy",1,350,4,"2",0,"1","6","Yes","Medium"
"8045","Cat","Male","White","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"1",3,"1","9","Yes","Low"
"8046","Cat","Female","Black","Medium","Long","Yes","Yes","Yes","Healthy",1,30,5,"3",2,"3","3","Yes","Medium"
"8047","Cat","Male","Cream","Medium","Long","No","Yes","Yes","Minor Injury",1,30,3,"4",3,"1","4","Yes","High"
"8048","Cat","Male","Cream","Medium","Long","Yes","Yes","Yes","Minor Injury",1,0,1,"1",3,"1","3","Yes","Low"
"8049","Cat","Female","Yellow","Medium","Long","Yes","Yes","No","Healthy",1,750,3,"2",0,"1","4","Yes","Medium"
"8050","Cat","Mixed","Black","Medium","Medium","Yes","Yes","No","Healthy",4,100,5,"2",0,"2","4","Yes","Medium"
"8051","Cat","Male","Golden","Large","Medium","Yes","Yes","Yes","Healthy",1,0,3,"1",1,"2","3","Yes","Low"
"8052","Cat","Female","Cream","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"2",3,"3","9","Yes","Medium"
"8053","Cat","Mixed","Black","Small","Medium","No","No","No","Healthy",3,0,3,"3",0,"3","6","Yes","Medium"
"8054","Cat","Male","Golden","Large","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"0",2,"3","9","Yes","Low"
"8055","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",3,0,3,"1",0,"3","6","Yes","Low"
"8056","Cat","Mixed","Black","Small","Short","No","No","No","Healthy",2,0,5,"4",0,"2","6","Yes","High"
"8057","Cat","Female","Gray","Large","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"4",3,"2","9","Yes","High"
"8058","Cat","Female","Black","Medium","Short","No","No","No","Healthy",1,0,5,"2",0,"3","6","Yes","Medium"
"8059","Cat","Female","Black","Medium","Long","No","No","Yes","Healthy",1,200,2,"2",3,"3","5","Yes","Medium"
"8060","Cat","Female","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"2",1,"1","3","Yes","Medium"
"8061","Cat","Female","Yellow","Medium","Long","No","Yes","No","Healthy",1,600,7,"2",0,"2","5","Yes","Medium"
"8062","Cat","Male","Golden","Medium","Long","Yes","Yes","Yes","Serious Injury",1,0,14,"3",5,"3","3","Yes","Medium"
"8063","Cat","Female","Brown","Medium","Long","Yes","Yes","Yes","Healthy",1,350,1,"4",3,"2","3","Yes","High"
"8064","Cat","Male","Black","Large","Medium","No","Yes","No","Healthy",1,0,5,"3",0,"2","5","Yes","Medium"
"8065","Cat","Female","Golden","Medium","Long","No","Yes","No","Healthy",1,150,7,"0",0,"2","5","Yes","Low"
"8066","Cat","Mixed","Gray","Medium","Medium","No","No","No","Healthy",2,0,2,"3",0,"2","6","Yes","Medium"
"8067","Cat","Female","Black","Medium","Long","No","No","No","Healthy",1,0,5,"1",1,"1","6","Yes","Low"
"8068","Cat","Male","Yellow","Small","Medium","No","No","No","Healthy",1,0,5,"4",0,"1","6","Yes","High"
"8069","Cat","Male","Yellow","Medium","Long","No","No","No","Healthy",1,150,3,"2",0,"1","6","Yes","Medium"
"8070","Cat","Female","Gray","Medium","Long","Yes","Yes","No","Healthy",1,480,2,"2",0,"1","4","Yes","Medium"
"8071","Cat","Male","Gray","Medium","Long","No","Yes","No","Healthy",1,150,6,"0",0,"2","5","Yes","Low"
"8072","Cat","Female","Golden","Small","Long","Yes","Yes","No","Healthy",2,750,4,"2",0,"3","4","Yes","Medium"
"8073","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",1,50,5,"2",0,"3","6","Yes","Medium"
"8074","Cat","Female","Cream","Medium","Medium","No","No","No","Healthy",1,40,3,"2",1,"2","6","Yes","Medium"
"8075","Cat","Mixed","Brown","Medium","Medium","Yes","Yes","No","Healthy",2,250,16,"2",1,"2","4","Yes","Medium"
"8076","Cat","Female","Black","Large","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"4",0,"3","9","Yes","High"
"8077","Cat","Male","Black","Medium","Long","No","Yes","No","Healthy",1,350,5,"1",1,"2","5","Yes","Low"
"8078","Cat","Male","Golden","Medium","Medium","Yes","Yes","Yes","Healthy",1,100,5,"4",2,"1","3","Yes","High"
"8079","Cat","Mixed","Black","Medium","Short","No","No","No","Healthy",5,0,6,"2",0,"3","6","Yes","Medium"
"8080","Cat","Male","Black","Large","Long","No","No","No","Healthy",1,150,4,"4",1,"2","6","Yes","High"
"8081","Cat","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",2,"3","9","Yes","Medium"
"8082","Cat","Mixed","Brown","Small","Medium","No","No","No","Healthy",4,30,5,"1",0,"3","6","Yes","Low"
"8083","Cat","Male","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"2",0,"2","4","Yes","Medium"
"8084","Cat","Male","Brown","Small","Long","Yes","Yes","No","Healthy",1,250,4,"3",0,"3","4","Yes","Medium"
"8085","Cat","Female","Black","Medium","Medium","No","No","No","Healthy",1,50,4,"1",0,"3","6","Yes","Low"
"8086","Cat","Male","White","Medium","Short","Yes","No","Not Sure","Healthy",1,0,0,"4",1,"1","6","Yes","High"
"8087","Cat","Female","Brown","Medium","Medium","No","Yes","No","Healthy",1,0,2,"3",2,"2","5","Yes","Medium"
"8088","Cat","Male","Black","Large","Long","Yes","Yes","Yes","Healthy",1,200,3,"3",6,"3","3","Yes","Medium"
"8089","Cat","Male","Golden","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,500,2,"0",0,"1","9","Yes","Low"
"8090","Cat","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"2",0,"2","4","Yes","Medium"
"8091","Cat","Mixed","Yellow","Medium","Medium","No","No","No","Healthy",5,0,9,"1",0,"3","6","Yes","Low"
"8092","Cat","Female","White","Medium","Long","No","Yes","No","Healthy",1,300,4,"1",0,"1","5","Yes","Low"
"8093","Cat","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,7,"2",0,"2","9","Yes","Medium"
"8094","Cat","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"4",1,"3","4","Yes","High"
"8095","Cat","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,2,"2",1,"3","4","Yes","Medium"
"8096","Cat","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,5,"1",1,"3","3","Yes","Low"
"8097","Cat","Mixed","Black","Medium","Long","No","No","Yes","Healthy",4,0,3,"4",0,"3","5","Yes","High"
"8098","Cat","Male","Cream","Medium","Long","No","Yes","No","Healthy",1,100,9,"1",0,"1","5","Yes","Low"
"8099","Cat","Female","Black","Small","Long","Not Sure","No","Not Sure","Healthy",1,0,1,"4",2,"2","8","Yes","High"
"8100","Cat","Female","Black","Small","Medium","No","No","No","Healthy",1,0,3,"1",0,"3","6","Yes","Low"
"8101","Cat","Mixed","White","Medium","Medium","No","No","No","Healthy",2,300,3,"1",0,"1","6","Yes","Low"
"8102","Cat","Female","Gray","Large","Medium","Not Sure","Yes","No","Healthy",8,0,2,"1",1,"2","6","Yes","Low"
"8103","Cat","Male","Black","Large","Long","No","No","No","Healthy",2,300,3,"4",1,"3","6","Yes","High"
"8104","Cat","Male","Gray","Large","Long","No","No","No","Healthy",1,500,2,"2",0,"1","6","Yes","Medium"
"8105","Cat","Male","Cream","Small","Long","No","Yes","No","Minor Injury",4,88,4,"1",0,"2","5","Yes","Low"
"8106","Cat","Female","Brown","Small","Long","Yes","Yes","No","Minor Injury",1,0,5,"2",1,"3","4","Yes","Medium"
"8107","Cat","Female","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,2,"3",2,"3","3","Yes","Medium"
"8108","Cat","Female","Cream","Medium","Long","Yes","Yes","No","Healthy",1,500,4,"1",2,"2","4","Yes","Low"
"8109","Cat","Female","Black","Medium","Long","No","Yes","No","Healthy",1,400,1,"4",0,"3","5","Yes","High"
"8110","Cat","Male","Black","Large","Long","Yes","Yes","Yes","Healthy",1,0,3,"0",1,"3","3","Yes","Low"
"8111","Cat","Female","Black","Medium","Short","No","No","No","Healthy",1,0,1,"3",0,"3","6","Yes","Medium"
"8112","Cat","Male","Brown","Large","Medium","Yes","Yes","Yes","Healthy",1,0,1,"1",1,"3","3","Yes","Low"
"8113","Cat","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"1",0,"2","4","Yes","Low"
"8114","Cat","Female","Black","Small","Medium","No","Yes","No","Healthy",1,0,2,"1",0,"3","5","Yes","Low"
"8115","Cat","Male","Black","Medium","Long","No","Yes","No","Healthy",1,600,5,"2",0,"2","5","Yes","Medium"
"8116","Cat","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,160,0,"4",2,"2","9","Yes","High"
"8117","Cat","Female","Cream","Medium","Long","No","No","No","Healthy",1,0,3,"0",1,"3","6","Yes","Low"
"8118","Cat","Male","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,700,6,"2",0,"1","4","Yes","Medium"
"8119","Cat","Female","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,0,9,"0",1,"1","4","Yes","Low"
"8120","Cat","Female","Brown","Medium","Long","Yes","Yes","Yes","Healthy",1,400,3,"3",6,"3","3","Yes","Medium"
"8121","Cat","Mixed","Yellow","Small","Medium","No","Yes","No","Healthy",4,200,11,"3",0,"1","5","Yes","Medium"
"8122","Cat","Male","Gray","Large","Long","No","Yes","No","Healthy",1,150,6,"3",0,"2","5","Yes","Medium"
"8123","Cat","Female","Golden","Medium","Long","Yes","Yes","No","Healthy",1,150,6,"3",0,"3","4","Yes","Medium"
