"","Type","Age","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","MainBreed","has_name","pure_breed","High"
"15626","1",3,"1","6",2,1,"2","1","2",1,1,20,7,"Mixed Breed","1","0",NA
"1871","1",24,"2","2",2,2,"3","3","3",1,1,0,0,"Shih Tzu","1","1",1
"10736","1",3,"2","2",3,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"8724","2",3,"2","1",1,1,"2","2","2",1,1,0,14,"Tabby","1","1",1
"10019","1",3,"3","1",2,1,"1","1","2",1,2,200,2,"Mixed Breed","1","0",0
"18701","1",6,"3","2",2,1,"1","1","1",1,2,0,1,"Mixed Breed","1","0",NA
"14212","1",1,"3","1",2,2,"2","2","2",1,3,0,21,"Mixed Breed","1","0",0
"3186","2",0,"3","1",1,2,"2","2","2",1,3,0,7,"Dom Medium Hair","1","1",1
"9134","1",0,"2","1",2,2,"3","3","3",1,5,0,5,"Mixed Breed","0","0",1
"17827","1",1,"2","5",1,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",NA
"15034","1",24,"2","2",2,1,"1","1","1",1,1,250,1,"Mixed Breed","1","0",NA
"11962","1",3,"2","2",2,2,"1","1","2",1,1,50,2,"Mixed Breed","1","0",1
"10489","1",4,"1","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"7896","2",2,"2","2",2,3,"2","2","2",1,1,100,1,"Maine Coon","1","1",1
"9332","1",2,"2","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"7953","2",5,"1","7",2,1,"1","1","2",1,1,0,1,"Orient Short Hair","1","1",1
"6190","2",1,"1","1",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",0
"12540","1",18,"2","7",2,2,"1","1","1",1,1,0,4,"Mixed Breed","1","0",1
"171","1",3,"1","1",2,1,"3","3","2",1,1,0,2,"Black Labrador Retriever","1","1",1
"7269","2",7,"2","3",2,1,"3","3","3",1,1,0,1,"Dom Short Hair","1","1",0
"12297","1",2,"1","2",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"7013","2",2,"1","1",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"144","2",3,"3","1",2,1,"2","2","2",1,2,0,0,"Belgian Shepherd Laekenois","0","1",0
"5474","2",4,"3","1",1,1,"2","2","2",1,3,0,1,"Dom Short Hair","1","1",0
"66","1",24,"1","1",2,1,"1","1","2",1,1,300,1,"Beagle","1","1",0
"15620","2",1,"1","1",2,2,"2","1","2",1,1,0,8,"Tabby","1","1",NA
"2039","1",12,"2","5",1,3,"1","1","1",1,1,300,1,"Terrier","1","1",0
"5133","2",4,"1","1",3,1,"2","1","2",1,2,0,0,"Dom Short Hair","1","1",0
"17048","2",1,"2","2",2,1,"2","2","2",1,2,0,7,"Dom Short Hair","1","1",NA
"10554","1",2,"2","2",2,2,"2","1","2",1,1,0,2,"Mixed Breed","1","0",0
"13366","1",1,"1","1",2,2,"2","1","2",1,1,0,4,"Mixed Breed","1","0",1
"167","1",2,"3","1",2,2,"2","2","2",1,8,0,15,"Belgian Shepherd Malinois","1","1",1
"9276","1",2,"2","1",2,1,"2","1","2",1,1,0,3,"Mixed Breed","1","0",0
"13638","1",1,"2","1",2,1,"1","1","2",1,1,1,4,"Mixed Breed","1","0",1
"5479","2",24,"3","1",1,1,"2","2","1",1,6,0,4,"Dom Short Hair","1","1",0
"6589","2",12,"2","2",2,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"10883","1",6,"2","2",3,1,"1","1","1",1,1,0,6,"Mixed Breed","1","0",0
"11069","1",6,"2","2",2,1,"1","1","2",2,1,0,4,"Mixed Breed","1","0",1
"16386","2",8,"2","1",1,1,"1","1","1",1,1,0,1,"Dom Short Hair","1","1",NA
"16751","2",7,"2","3",1,1,"2","1","2",1,1,0,1,"Tabby","1","1",NA
"10073","1",2,"1","1",2,2,"2","2","2",1,1,0,3,"Mixed Breed","0","0",1
"15326","1",50,"2","2",3,2,"1","1","1",1,1,0,0,"Retriever","1","1",NA
"2760","2",2,"1","2",2,2,"2","1","2",1,1,0,2,"Dom Long Hair","1","1",1
"18525","1",1,"1","1",1,1,"1","1","2",1,7,0,5,"Mixed Breed","1","0",NA
"6106","2",1,"2","1",2,3,"2","2","2",1,2,0,5,"Dom Short Hair","1","1",1
"18752","1",3,"2","1",2,2,"1","1","2",1,2,0,5,"Mixed Breed","1","0",NA
"9480","1",12,"3","1",2,2,"1","1","1",1,4,0,4,"Mixed Breed","0","0",0
"2762","2",1,"2","1",3,3,"2","2","2",1,1,0,9,"Dom Long Hair","1","1",0
"15437","1",60,"1","2",2,1,"2","2","2",1,1,0,5,"Mixed Breed","1","0",NA
"15950","1",2,"3","1",2,1,"2","1","2",1,2,0,3,"Mixed Breed","1","0",NA
"1620","1",36,"1","6",1,1,"3","3","2",1,1,200,2,"Schnauzer","1","1",1
"326","1",96,"1","2",2,2,"1","1","2",1,2,0,4,"Cocker Spaniel","1","1",1
"9488","1",1,"3","1",2,1,"2","2","2",1,5,0,5,"Mixed Breed","1","0",0
"10845","1",1,"3","1",2,1,"2","2","2",1,6,0,5,"Mixed Breed","1","0",1
"17378","1",5,"3","1",2,2,"1","1","3",1,2,200,1,"Mixed Breed","1","0",NA
"11803","1",4,"2","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"5233","2",60,"1","3",2,1,"1","1","1",1,1,0,7,"Dom Short Hair","1","1",0
"2575","2",6,"2","2",2,1,"2","2","1",1,1,0,3,"Calico","1","1",1
"11085","1",1,"2","1",2,1,"2","3","3",1,1,0,1,"Mixed Breed","0","0",0
"705","1",2,"3","1",2,3,"2","2","2",1,3,0,5,"Golden Retriever","1","1",1
"6641","2",3,"1","6",2,1,"2","1","2",1,1,0,6,"Dom Short Hair","1","1",0
"15056","2",2,"2","3",2,2,"1","1","2",1,1,100,1,"Dom Short Hair","1","1",NA
"11057","1",2,"1","2",2,2,"3","3","2",1,1,0,5,"Mixed Breed","1","0",0
"6036","2",12,"1","1",2,1,"1","1","1",1,1,0,2,"Dom Short Hair","1","1",1
"13406","1",24,"2","2",2,1,"1","1","1",1,1,0,17,"Mixed Breed","1","0",0
"9231","1",2,"1","1",2,1,"1","1","2",1,1,0,14,"Mixed Breed","1","0",1
"16099","1",0,"1","1",2,2,"1","1","1",1,1,0,1,"Mixed Breed","1","0",NA
"7509","2",3,"1","2",2,2,"2","2","2",1,1,0,1,"Dom Short Hair","0","1",0
"14369","1",36,"2","2",2,2,"1","2","1",1,1,0,1,"Mixed Breed","1","0",0
"1187","1",2,"2","1",1,1,"2","1","2",1,2,0,2,"Miniature Pinscher","0","1",1
"18289","1",2,"2","1",2,2,"2","2","2",1,1,50,4,"Spitz","1","1",NA
"18704","2",13,"2","1",1,1,"1","1","1",1,1,0,3,"Dom Short Hair","1","1",NA
"2670","2",3,"2","1",1,2,"2","1","2",1,1,0,2,"Dom Long Hair","1","1",0
"4864","2",3,"2","1",2,2,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"783","1",15,"2","3",3,3,"2","2","3",1,1,0,1,"Golden Retriever","1","1",1
"16086","1",2,"3","2",2,2,"2","1","2",1,2,0,4,"Mixed Breed","1","0",NA
"15277","1",36,"2","1",2,1,"2","2","2",1,1,0,4,"Mixed Breed","1","0",NA
"2805","2",12,"2","1",2,3,"3","3","3",1,1,0,1,"Dom Long Hair","1","1",1
"18569","2",0,"3","1",2,1,"2","2","2",1,2,0,3,"Dom Short Hair","1","1",NA
"5419","2",3,"2","1",2,1,"2","2","2",1,3,0,6,"Dom Short Hair","1","1",1
"10656","1",3,"1","1",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"16651","1",2,"2","7",2,1,"2","2","2",1,1,0,3,"Mixed Breed","0","0",NA
"9286","1",9,"3","1",2,1,"1","1","2",1,2,30,3,"Mixed Breed","1","0",1
"16954","2",5,"2","1",1,1,"3","3","3",1,1,0,3,"Dom Short Hair","1","1",NA
"14233","1",24,"3","2",2,1,"2","2","1",1,4,8,4,"Mixed Breed","1","0",0
"11975","1",1,"3","2",2,1,"2","2","2",1,4,0,4,"Mixed Breed","1","0",0
"2432","2",2,"2","1",2,1,"2","1","2",1,1,0,1,"Bengal","0","1",1
"4497","2",3,"1","1",1,1,"1","1","2",1,1,0,7,"Dom Short Hair","1","1",1
"9113","1",24,"1","2",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",0
"16697","2",42,"1","1",2,1,"2","1","1",1,1,0,3,"Tabby","1","1",NA
"7124","2",9,"1","2",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",0
"18671","1",84,"1","7",1,2,"2","2","1",1,1,0,1,"Schnauzer","0","1",NA
"3213","2",14,"3","3",1,2,"2","2","2",1,3,0,3,"Dom Medium Hair","1","1",0
"17249","1",5,"1","1",2,1,"3","3","2",1,1,0,2,"Mixed Breed","1","0",NA
"7093","2",2,"1","6",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"590","1",48,"2","1",3,2,"2","2","2",1,1,0,3,"German Shepherd Dog","1","1",1
"10633","1",1,"2","1",2,1,"2","2","2",1,1,0,5,"Mixed Breed","1","0",1
"6784","2",24,"1","4",2,1,"2","1","1",1,1,0,7,"Dom Short Hair","1","1",0
"6212","2",1,"1","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"1615","1",132,"2","1",1,1,"1","1","1",1,1,0,0,"Schnauzer","0","1",0
"1734","1",42,"1","1",1,3,"3","3","2",2,1,100,2,"Shih Tzu","1","1",0
"441","1",1,"3","1",1,1,"2","1","2",1,2,0,5,"Doberman Pinscher","1","1",1
"13895","1",2,"1","2",2,1,"2","1","2",1,1,80,3,"Mixed Breed","0","0",0
"7708","2",3,"2","4",2,1,"2","2","2",1,1,0,5,"Dom Short Hair","1","1",0
"4346","2",24,"2","5",1,1,"1","1","3",1,1,0,2,"Dom Short Hair","1","1",1
"17324","1",16,"2","5",2,2,"1","1","2",1,1,100,4,"Mixed Breed","1","0",NA
"6571","2",4,"1","3",2,1,"2","1","2",1,1,30,1,"Dom Short Hair","1","1",1
"11936","1",2,"1","1",2,1,"2","2","2",1,1,0,7,"Mixed Breed","1","0",0
"2769","2",1,"1","1",1,2,"2","2","2",1,1,30,4,"Dom Long Hair","1","1",1
"18940","1",2,"2","1",2,1,"2","2","2",1,1,0,3,"Husky","1","1",NA
"3906","2",6,"3","1",1,2,"2","2","2",1,2,0,4,"Dom Medium Hair","1","1",1
"6968","2",12,"2","1",2,2,"3","3","3",2,1,0,0,"Dom Short Hair","1","1",0
"2080","1",60,"1","5",2,2,"3","3","2",1,1,0,5,"Terrier","1","1",0
"869","1",24,"1","2",2,1,"1","1","2",1,1,0,1,"Jack Russell Terrier","1","1",1
"12835","1",1,"2","1",2,1,"2","2","2",1,4,0,5,"Mixed Breed","1","0",0
"8511","2",3,"2","2",2,1,"2","1","2",1,1,0,6,"Siamese","1","1",1
"6280","2",36,"2","1",2,1,"2","2","2",1,1,0,5,"Dom Short Hair","1","1",0
"5729","2",1,"1","5",2,1,"2","2","2",1,3,0,5,"Dom Short Hair","1","1",0
"5563","2",4,"2","1",2,2,"2","1","2",1,2,0,12,"Dom Short Hair","1","1",0
"17924","2",36,"2","2",2,2,"2","2","2",1,1,0,2,"Dom Medium Hair","1","1",NA
"5112","2",1,"1","3",2,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"9880","1",1,"2","1",2,1,"2","1","2",1,1,0,5,"Mixed Breed","0","0",1
"4286","2",4,"2","1",1,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"727","1",9,"2","2",3,2,"1","1","1",1,1,0,2,"Golden Retriever","1","1",1
"6430","2",3,"2","1",2,1,"1","2","1",1,1,0,1,"Dom Short Hair","1","1",0
"10991","1",1,"2","2",2,2,"1","3","2",1,1,0,4,"Mixed Breed","1","0",0
"16006","2",10,"2","1",2,2,"2","1","1",1,1,0,4,"Dom Short Hair","1","1",NA
"1868","1",4,"2","1",1,2,"1","1","2",1,1,200,4,"Shih Tzu","1","1",1
"16553","2",3,"2","1",2,2,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",NA
"9823","1",27,"2","2",2,2,"2","2","2",1,1,0,3,"Mixed Breed","1","0",0
"6802","2",2,"1","3",2,1,"1","1","2",1,1,50,5,"Dom Short Hair","1","1",1
"9564","1",5,"2","1",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"16663","2",6,"3","3",1,2,"1","1","1",2,2,0,6,"Dom Medium Hair","1","1",NA
"10234","1",6,"1","1",2,1,"1","1","1",1,1,150,11,"Mixed Breed","1","0",1
"5099","2",12,"2","2",1,1,"2","1","1",1,1,0,6,"Dom Short Hair","1","1",0
"4908","2",1,"3","1",1,1,"2","2","2",1,4,0,10,"Dom Short Hair","1","1",1
"13290","1",3,"2","2",2,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",1
"209","1",8,"1","5",2,1,"1","1","1",1,1,0,3,"Boston Terrier","1","1",0
"6001","2",2,"2","6",1,2,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"10356","1",4,"2","7",1,1,"1","1","3",1,1,0,2,"Mixed Breed","0","0",1
"6325","2",12,"2","1",2,2,"2","1","1",1,1,0,2,"Dom Short Hair","1","1",0
"14065","1",2,"2","5",2,1,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"7876","2",10,"2","1",3,3,"1","1","2",1,1,550,9,"Maine Coon","1","1",1
"8357","2",6,"1","2",2,1,"1","1","1",1,1,0,2,"Siamese","1","1",0
"2819","2",1,"3","1",2,2,"2","2","2",1,4,0,9,"Dom Long Hair","1","1",1
"15106","1",180,"1","1",1,1,"1","1","1",1,1,100,3,"Mixed Breed","1","0",NA
"14965","1",4,"1","1",2,2,"2","1","2",1,1,0,17,"Mixed Breed","1","0",1
"1420","1",18,"1","2",1,2,"1","1","1",1,1,0,4,"Poodle","1","1",1
"4916","2",4,"1","1",2,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"2256","2",48,"1","1",3,1,"1","1","1",1,1,20,4,"Amer Curl","1","1",1
"16456","2",4,"2","6",1,2,"3","1","3",1,1,0,5,"Munchkin","1","1",NA
"1583","1",84,"1","7",3,3,"1","1","3",2,1,280,2,"Samoyed","1","1",0
"2512","2",2,"2","1",2,2,"2","1","2",1,1,150,4,"Burmese","1","1",1
"2003","1",6,"2","1",2,2,"1","1","2",1,2,1,7,"Spitz","1","1",0
"14235","1",4,"2","1",3,2,"1","1","2",1,1,0,10,"Mixed Breed","1","0",0
"13120","1",0,"3","1",2,1,"2","2","2",1,5,0,1,"Mixed Breed","1","0",1
"17564","2",2,"1","6",1,1,"1","1","1",1,2,0,9,"Japanese Bobtail","1","1",NA
"10905","1",1,"2","1",1,1,"3","3","3",1,2,0,5,"Mixed Breed","1","0",1
"6699","2",1,"2","6",1,1,"2","2","2",1,1,0,7,"Dom Short Hair","1","1",1
"6247","2",2,"2","2",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"2122","1",20,"2","2",2,2,"1","1","2",1,1,0,3,"Terrier","1","1",1
"1635","1",132,"2","1",1,1,"1","1","1",1,1,0,1,"Schnauzer","0","1",0
"952","1",2,"1","1",2,1,"1","1","2",1,1,0,10,"Labrador Retriever","1","1",0
"6748","2",4,"2","1",1,2,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"15876","2",3,"2","1",1,1,"1","1","2",1,1,0,10,"Dom Short Hair","1","1",NA
"8444","2",2,"2","2",1,2,"2","2","2",1,1,100,2,"Siamese","1","1",0
"2230","2",6,"1","1",2,2,"2","2","2",1,1,0,1,"Abyssinian","1","1",1
"11903","1",3,"1","7",2,2,"2","2","2",1,1,0,1,"Mixed Breed","1","0",1
"3195","2",3,"3","4",1,2,"2","2","2",1,4,0,6,"Dom Medium Hair","1","1",1
"8759","2",48,"3","6",2,1,"1","1","1",1,2,0,5,"Tabby","1","1",0
"13494","1",3,"1","1",2,3,"2","1","2",1,1,0,3,"Mixed Breed","1","0",0
"4656","2",12,"2","1",2,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"12100","1",1,"2","1",2,1,"2","2","2",1,1,20,1,"Mixed Breed","1","0",1
"11650","1",2,"2","2",2,1,"2","1","2",1,1,0,5,"Mixed Breed","1","0",1
"6114","2",12,"1","1",2,1,"1","1","1",1,1,0,17,"Dom Short Hair","1","1",0
"13531","1",15,"1","7",2,1,"2","1","1",1,1,0,5,"Mixed Breed","1","0",1
"6249","2",1,"3","4",1,1,"2","2","3",1,3,0,22,"Dom Short Hair","1","1",0
"12644","1",1,"3","1",2,2,"2","2","2",1,7,0,10,"Mixed Breed","0","0",0
"2849","2",7,"1","1",3,3,"2","2","2",1,1,0,5,"Dom Long Hair","1","1",0
"9003","2",12,"2","3",2,2,"3","1","1",1,1,0,2,"Turkish Van","1","1",0
"6406","2",12,"2","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","0","1",0
"5338","2",13,"1","1",2,1,"1","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"2235","2",0,"3","1",1,2,"2","3","3",1,3,0,1,"Abyssinian","1","1",1
"2577","2",4,"2","1",2,3,"2","1","1",1,1,100,5,"Calico","1","1",0
"4666","2",3,"3","1",1,1,"2","2","2",1,3,0,3,"Dom Short Hair","1","1",0
"5216","2",4,"1","2",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"6230","2",36,"2","1",1,1,"1","1","2",1,3,0,1,"Dom Short Hair","1","1",1
"13519","1",2,"3","1",1,1,"2","2","2",1,8,0,8,"Mixed Breed","0","0",0
"10976","1",1,"1","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"11150","1",1,"2","7",2,1,"2","1","2",1,1,0,5,"Mixed Breed","1","0",1
"11066","1",2,"2","2",2,2,"3","3","3",1,1,0,4,"Mixed Breed","1","0",0
"5934","2",12,"2","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"297","1",30,"2","2",2,2,"1","1","1",1,1,350,2,"Cocker Spaniel","1","1",0
"12838","1",4,"2","5",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"16776","2",2,"2","3",2,1,"3","3","3",1,1,0,3,"Tabby","1","1",NA
"17521","2",3,"2","1",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",NA
"14675","1",5,"1","2",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",0
"7035","2",2,"1","1",2,1,"2","2","2",1,1,0,7,"Dom Short Hair","1","1",1
"17595","2",24,"2","1",2,2,"3","3","2",1,1,100,3,"Siamese","1","1",NA
"12732","1",2,"3","1",2,2,"2","1","2",1,11,0,29,"Mixed Breed","1","0",0
"15117","1",36,"1","7",2,2,"1","1","1",1,1,200,1,"Spitz","1","1",NA
"14506","1",2,"2","2",2,1,"1","1","2",1,1,0,4,"Mixed Breed","0","0",1
"9172","1",1,"3","1",2,1,"2","2","2",1,6,0,5,"Mixed Breed","1","0",0
"17993","2",4,"1","1",1,1,"2","2","2",1,1,0,5,"Orient Short Hair","0","1",NA
"13783","1",6,"2","5",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"13588","1",2,"1","1",1,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",0
"10816","1",7,"1","1",2,2,"1","1","1",1,1,0,6,"Mixed Breed","1","0",0
"12128","1",1,"2","1",2,1,"3","3","2",1,1,0,2,"Mixed Breed","1","0",0
"4818","2",36,"2","4",3,1,"1","1","2",1,1,0,10,"Dom Short Hair","1","1",0
"18717","2",20,"3","1",2,2,"3","3","2",1,4,0,4,"Tuxedo","1","1",NA
"3793","2",3,"1","1",1,2,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",1
"3063","2",1,"3","1",2,1,"2","2","2",1,5,0,3,"Dom Medium Hair","0","1",1
"12380","1",1,"2","2",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
"13015","1",0,"3","1",2,1,"2","2","2",1,6,0,11,"Mixed Breed","1","0",1
"6874","2",2,"2","2",2,2,"2","1","2",1,1,15,3,"Dom Short Hair","1","1",1
"6455","2",5,"3","1",1,1,"2","2","2",1,4,50,6,"Dom Short Hair","1","1",0
"3298","2",3,"2","2",2,2,"1","1","2",2,1,0,2,"Dom Medium Hair","1","1",1
"10892","1",4,"2","1",2,1,"2","1","3",1,1,0,2,"Mixed Breed","1","0",0
"7772","2",4,"2","5",1,1,"2","2","2",2,1,0,1,"Dom Short Hair","0","1",0
"12558","1",3,"2","1",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"8750","2",3,"2","1",1,1,"2","1","2",1,1,0,5,"Tabby","1","1",1
"14597","2",12,"2","1",2,1,"1","1","1",1,1,0,3,"Mixed Breed","1","0",0
"4877","2",1,"1","5",1,1,"2","2","2",1,1,50,3,"Dom Short Hair","1","1",1
"9503","1",5,"1","2",2,1,"1","1","1",1,1,0,5,"Mixed Breed","1","0",1
"12671","1",1,"2","1",2,1,"1","1","2",1,1,0,1,"Mixed Breed","0","0",0
"9849","1",8,"1","1",2,2,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"921","1",1,"1","1",2,1,"2","1","2",1,1,0,5,"Labrador Retriever","1","1",0
"1934","1",13,"2","7",2,3,"1","1","2",1,1,0,1,"Spitz","1","1",1
"17891","1",4,"1","2",2,2,"3","3","2",1,1,0,3,"Mixed Breed","1","0",NA
"2381","2",12,"2","1",2,1,"1","1","2",1,1,0,4,"Bengal","1","1",1
"3676","2",3,"2","1",2,2,"2","2","2",1,1,0,3,"Dom Medium Hair","0","1",1
"7460","2",1,"1","4",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"8340","2",2,"2","2",1,2,"3","3","2",1,1,0,3,"Siamese","1","1",1
"15531","2",1,"1","4",2,1,"2","1","2",2,1,0,3,"Dom Short Hair","1","1",NA
"13835","1",48,"2","2",2,2,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"1683","1",5,"1","2",3,1,"3","3","3",1,1,0,3,"Shiba Inu","1","1",1
"11983","1",2,"2","5",2,2,"2","1","2",1,1,0,3,"Mixed Breed","1","0",1
"12225","1",2,"2","1",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
"1143","1",36,"2","7",1,2,"1","1","1",1,2,0,3,"Maltese","1","1",1
"11238","1",3,"1","2",2,1,"2","1","2",1,2,0,1,"Mixed Breed","0","0",0
"3627","2",25,"2","2",2,2,"1","1","3",1,1,0,2,"Dom Medium Hair","1","1",0
"1137","1",2,"3","2",1,2,"3","3","3",1,2,100,2,"Maltese","1","1",0
"6927","2",10,"1","1",3,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"5864","2",7,"2","2",2,2,"1","1","2",1,2,0,3,"Dom Short Hair","1","1",0
"13256","1",0,"3","1",2,2,"2","3","2",1,5,0,1,"Mixed Breed","1","0",1
"4199","2",2,"2","1",1,2,"2","1","2",1,1,0,4,"Dom Medium Hair","1","1",1
"2731","2",2,"2","2",2,3,"2","2","2",1,1,0,13,"Dom Long Hair","1","1",0
"13467","1",8,"1","2",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",1
"896","1",9,"2","1",1,1,"1","1","1",1,1,200,1,"Jack Russell Terrier","1","1",1
"12226","1",2,"2","1",1,1,"2","2","2",1,1,0,5,"Mixed Breed","0","0",0
"14694","1",3,"2","7",2,1,"1","1","2",1,1,200,9,"Mixed Breed","1","0",1
"5717","2",2,"2","4",1,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"6390","2",1,"3","1",2,1,"2","2","3",1,5,0,5,"Dom Short Hair","0","1",1
"12563","1",0,"3","1",2,2,"2","3","2",1,6,0,1,"Mixed Breed","1","0",0
"2628","2",21,"2","1",2,2,"1","1","1",1,1,0,1,"Calico","1","1",1
"541","1",72,"1","2",2,3,"1","1","1",1,1,0,5,"German Shepherd Dog","1","1",1
"6427","2",1,"1","1",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"3957","2",2,"3","1",3,2,"2","2","3",1,2,0,5,"Dom Medium Hair","1","1",1
"16679","2",3,"3","1",1,1,"1","1","2",1,2,0,6,"Dom Short Hair","1","1",NA
"4334","2",3,"1","1",2,1,"2","1","2",1,1,0,2,"Dom Short Hair","1","1",0
"9244","1",1,"3","1",3,2,"2","1","2",1,12,0,5,"Mixed Breed","1","0",1
"9106","1",3,"1","5",2,2,"3","3","2",1,1,0,3,"Mixed Breed","1","0",0
"5445","2",1,"2","1",2,2,"3","3","3",1,1,0,4,"Dom Short Hair","1","1",1
"1084","1",1,"1","5",3,1,"2","2","2",1,1,0,4,"Labrador Retriever","1","1",1
"9109","1",2,"1","1",2,1,"1","1","2",1,1,0,18,"Mixed Breed","1","0",0
"9397","1",1,"2","2",2,1,"2","2","2",1,2,0,3,"Mixed Breed","1","0",0
"15853","2",2,"1","4",1,1,"1","1","2",1,1,0,9,"Dom Short Hair","1","1",NA
"4301","2",36,"2","1",2,2,"2","2","1",1,1,0,4,"Dom Short Hair","1","1",0
"18694","1",24,"1","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",NA
"18637","2",4,"1","7",3,3,"2","2","2",1,1,180,3,"Dom Long Hair","1","1",NA
"17593","1",48,"2","2",2,2,"1","1","1",1,1,50,8,"Mixed Breed","1","0",NA
"6596","2",12,"2","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"651","1",96,"1","3",3,3,"1","1","1",1,1,0,2,"Golden Retriever","1","1",1
"1582","1",10,"1","2",2,2,"1","1","2",1,1,0,4,"Saint Bernard","1","1",1
"11012","1",4,"2","2",3,2,"3","3","2",1,1,0,2,"Mixed Breed","1","0",0
"4839","2",2,"1","1",1,2,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",1
"11705","1",2,"2","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"2920","2",11,"2","2",2,3,"2","1","2",1,1,1,9,"Dom Long Hair","1","1",0
"8035","2",1,"1","1",3,3,"2","2","2",1,1,50,3,"Persian","1","1",1
"12340","1",2,"3","1",2,1,"2","2","2",1,6,0,3,"Mixed Breed","1","0",1
"12136","1",1,"2","1",2,2,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"18857","1",42,"1","1",2,1,"1","1","2",1,1,0,2,"Pit Bull Terrier","1","1",NA
"16505","2",6,"3","1",2,1,"1","1","1",1,2,0,10,"Dom Short Hair","1","1",NA
"16974","1",2,"2","2",1,1,"2","2","2",1,6,0,1,"Mixed Breed","1","0",NA
"2030","1",36,"2","1",2,1,"1","1","2",1,1,0,1,"Terrier","1","1",0
"7366","2",2,"1","1",2,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"7724","2",12,"2","2",2,1,"1","1","1",1,1,0,4,"Dom Short Hair","1","1",0
"15392","1",12,"1","1",2,2,"1","1","1",1,1,250,2,"German Shepherd Dog","1","1",NA
"9962","1",12,"1","1",2,2,"3","3","3",2,1,0,3,"Mixed Breed","1","0",0
"8675","2",3,"2","1",1,2,"2","1","2",1,2,50,3,"Tabby","1","1",1
"18100","2",7,"2","2",2,1,"1","1","1",1,1,0,6,"Snowshoe","1","1",NA
"14947","1",1,"3","1",1,1,"2","3","3",1,4,50,3,"Mixed Breed","1","0",0
"7438","2",4,"2","2",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"1077","1",9,"2","1",3,1,"1","1","1",1,1,300,4,"Labrador Retriever","1","1",0
